time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;NetworkFrequencyPu
30.000058000;1.001e+00;4.373e-01;-4.665e-01;4.371e-01;-4.662e-01;1.000e+00;4.373e-01;-4.660e-01;1.001e+00;1.749e-02;-1.866e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.000122000;1.001e+00;4.374e-01;-4.666e-01;4.371e-01;-4.662e-01;1.000e+00;4.373e-01;-4.660e-01;1.001e+00;1.750e-02;-1.866e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.000250000;1.001e+00;4.377e-01;-4.669e-01;4.370e-01;-4.662e-01;1.001e+00;4.373e-01;-4.660e-01;1.001e+00;1.751e-02;-1.868e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.000506000;1.003e+00;4.381e-01;-4.675e-01;4.369e-01;-4.662e-01;1.002e+00;4.371e-01;-4.660e-01;1.003e+00;1.752e-02;-1.870e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.001018000;1.005e+00;4.391e-01;-4.686e-01;4.367e-01;-4.662e-01;1.005e+00;4.369e-01;-4.660e-01;1.005e+00;1.756e-02;-1.875e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.001530000;1.008e+00;4.399e-01;-4.698e-01;4.365e-01;-4.662e-01;1.007e+00;4.367e-01;-4.659e-01;1.008e+00;1.760e-02;-1.879e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.002530000;1.013e+00;4.417e-01;-4.722e-01;4.361e-01;-4.662e-01;1.012e+00;4.363e-01;-4.660e-01;1.013e+00;1.767e-02;-1.889e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.003430000;1.017e+00;4.431e-01;-4.744e-01;4.356e-01;-4.662e-01;1.017e+00;4.358e-01;-4.660e-01;1.017e+00;1.773e-02;-1.897e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.004330000;1.022e+00;4.446e-01;-4.765e-01;4.351e-01;-4.664e-01;1.021e+00;4.353e-01;-4.662e-01;1.022e+00;1.778e-02;-1.906e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.005230000;1.026e+00;4.460e-01;-4.788e-01;4.346e-01;-4.665e-01;1.026e+00;4.348e-01;-4.663e-01;1.026e+00;1.784e-02;-1.915e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.006130000;1.031e+00;4.474e-01;-4.811e-01;4.340e-01;-4.667e-01;1.030e+00;4.342e-01;-4.665e-01;1.031e+00;1.789e-02;-1.925e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.007030000;1.035e+00;4.486e-01;-4.835e-01;4.333e-01;-4.670e-01;1.035e+00;4.336e-01;-4.668e-01;1.035e+00;1.794e-02;-1.934e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.007930000;1.040e+00;4.499e-01;-4.859e-01;4.327e-01;-4.673e-01;1.039e+00;4.329e-01;-4.671e-01;1.040e+00;1.800e-02;-1.944e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.008386000;1.042e+00;4.505e-01;-4.871e-01;4.323e-01;-4.674e-01;1.042e+00;4.325e-01;-4.672e-01;1.042e+00;1.802e-02;-1.948e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.008387000;1.042e+00;4.505e-01;-4.871e-01;4.323e-01;-4.674e-01;1.042e+00;4.325e-01;-4.673e-01;1.042e+00;1.802e-02;-1.948e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.008388000;1.042e+00;4.505e-01;-4.871e-01;4.323e-01;-4.674e-01;1.042e+00;4.325e-01;-4.673e-01;1.042e+00;1.802e-02;-1.948e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.008390000;1.042e+00;4.505e-01;-4.871e-01;4.323e-01;-4.675e-01;1.042e+00;4.325e-01;-4.673e-01;1.042e+00;1.802e-02;-1.948e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.008394000;1.042e+00;4.505e-01;-4.871e-01;4.323e-01;-4.675e-01;1.042e+00;4.325e-01;-4.672e-01;1.042e+00;1.802e-02;-1.948e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.008402000;1.042e+00;4.505e-01;-4.871e-01;4.323e-01;-4.675e-01;1.042e+00;4.325e-01;-4.673e-01;1.042e+00;1.802e-02;-1.949e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.008418000;1.042e+00;4.505e-01;-4.872e-01;4.323e-01;-4.675e-01;1.042e+00;4.325e-01;-4.673e-01;1.042e+00;1.802e-02;-1.949e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.008450000;1.042e+00;4.506e-01;-4.873e-01;4.323e-01;-4.675e-01;1.042e+00;4.325e-01;-4.673e-01;1.042e+00;1.802e-02;-1.949e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.008514000;1.043e+00;4.506e-01;-4.875e-01;4.322e-01;-4.675e-01;1.042e+00;4.324e-01;-4.673e-01;1.043e+00;1.803e-02;-1.950e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.008642000;1.043e+00;4.508e-01;-4.878e-01;4.321e-01;-4.676e-01;1.043e+00;4.323e-01;-4.673e-01;1.043e+00;1.803e-02;-1.951e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.008898000;1.045e+00;4.511e-01;-4.885e-01;4.319e-01;-4.677e-01;1.044e+00;4.321e-01;-4.674e-01;1.045e+00;1.805e-02;-1.954e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.009410000;1.047e+00;4.518e-01;-4.899e-01;4.315e-01;-4.679e-01;1.047e+00;4.317e-01;-4.677e-01;1.047e+00;1.807e-02;-1.960e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.009698000;1.049e+00;4.522e-01;-4.907e-01;4.312e-01;-4.680e-01;1.048e+00;4.314e-01;-4.678e-01;1.049e+00;1.809e-02;-1.963e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.009937000;1.050e+00;4.524e-01;-4.914e-01;4.310e-01;-4.681e-01;1.049e+00;4.312e-01;-4.679e-01;1.050e+00;1.810e-02;-1.966e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.009994000;1.050e+00;4.525e-01;-4.915e-01;4.310e-01;-4.681e-01;1.049e+00;4.312e-01;-4.679e-01;1.050e+00;1.810e-02;-1.966e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.009994000;1.050e+00;4.526e-01;-4.916e-01;4.310e-01;-4.681e-01;1.050e+00;4.312e-01;-4.679e-01;1.050e+00;1.810e-02;-1.966e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.010002000;1.050e+00;4.526e-01;-4.916e-01;4.310e-01;-4.681e-01;1.050e+00;4.312e-01;-4.679e-01;1.050e+00;1.810e-02;-1.966e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.010010000;1.050e+00;4.525e-01;-4.916e-01;4.310e-01;-4.681e-01;1.050e+00;4.312e-01;-4.679e-01;1.050e+00;1.810e-02;-1.966e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.010026000;1.050e+00;4.525e-01;-4.916e-01;4.310e-01;-4.681e-01;1.050e+00;4.312e-01;-4.679e-01;1.050e+00;1.810e-02;-1.966e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.010058000;1.050e+00;4.525e-01;-4.916e-01;4.309e-01;-4.682e-01;1.050e+00;4.311e-01;-4.680e-01;1.050e+00;1.810e-02;-1.966e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.010122000;1.050e+00;4.524e-01;-4.916e-01;4.309e-01;-4.682e-01;1.050e+00;4.311e-01;-4.680e-01;1.050e+00;1.810e-02;-1.966e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.010250000;1.050e+00;4.523e-01;-4.917e-01;4.308e-01;-4.682e-01;1.050e+00;4.310e-01;-4.680e-01;1.050e+00;1.809e-02;-1.967e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.010378000;1.050e+00;4.522e-01;-4.917e-01;4.307e-01;-4.683e-01;1.050e+00;4.309e-01;-4.681e-01;1.050e+00;1.809e-02;-1.967e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.010634000;1.050e+00;4.520e-01;-4.919e-01;4.305e-01;-4.684e-01;1.050e+00;4.307e-01;-4.682e-01;1.050e+00;1.808e-02;-1.967e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.010864000;1.050e+00;4.518e-01;-4.920e-01;4.303e-01;-4.685e-01;1.049e+00;4.305e-01;-4.683e-01;1.050e+00;1.807e-02;-1.968e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.011095000;1.050e+00;4.516e-01;-4.921e-01;4.301e-01;-4.687e-01;1.049e+00;4.303e-01;-4.685e-01;1.050e+00;1.806e-02;-1.969e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.011325000;1.050e+00;4.514e-01;-4.922e-01;4.299e-01;-4.688e-01;1.049e+00;4.301e-01;-4.686e-01;1.050e+00;1.805e-02;-1.969e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.011556000;1.050e+00;4.511e-01;-4.924e-01;4.297e-01;-4.690e-01;1.049e+00;4.299e-01;-4.688e-01;1.050e+00;1.804e-02;-1.970e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.011786000;1.050e+00;4.509e-01;-4.926e-01;4.295e-01;-4.691e-01;1.049e+00;4.297e-01;-4.689e-01;1.050e+00;1.804e-02;-1.970e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.012016000;1.050e+00;4.506e-01;-4.927e-01;4.292e-01;-4.693e-01;1.049e+00;4.295e-01;-4.691e-01;1.050e+00;1.803e-02;-1.971e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.012247000;1.050e+00;4.504e-01;-4.929e-01;4.290e-01;-4.695e-01;1.049e+00;4.292e-01;-4.693e-01;1.050e+00;1.802e-02;-1.972e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.012477000;1.050e+00;4.502e-01;-4.931e-01;4.288e-01;-4.697e-01;1.049e+00;4.290e-01;-4.694e-01;1.050e+00;1.801e-02;-1.972e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.012938000;1.050e+00;4.497e-01;-4.934e-01;4.284e-01;-4.700e-01;1.049e+00;4.286e-01;-4.698e-01;1.050e+00;1.799e-02;-1.974e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.013399000;1.050e+00;4.492e-01;-4.938e-01;4.279e-01;-4.704e-01;1.049e+00;4.281e-01;-4.702e-01;1.050e+00;1.797e-02;-1.975e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.013860000;1.050e+00;4.488e-01;-4.942e-01;4.275e-01;-4.708e-01;1.049e+00;4.277e-01;-4.706e-01;1.050e+00;1.795e-02;-1.977e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.014320000;1.050e+00;4.483e-01;-4.947e-01;4.270e-01;-4.712e-01;1.049e+00;4.273e-01;-4.710e-01;1.050e+00;1.793e-02;-1.979e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.014781000;1.050e+00;4.478e-01;-4.951e-01;4.266e-01;-4.717e-01;1.049e+00;4.268e-01;-4.714e-01;1.050e+00;1.791e-02;-1.980e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.015242000;1.050e+00;4.473e-01;-4.955e-01;4.262e-01;-4.721e-01;1.049e+00;4.264e-01;-4.719e-01;1.050e+00;1.789e-02;-1.982e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.015703000;1.050e+00;4.468e-01;-4.959e-01;4.257e-01;-4.725e-01;1.049e+00;4.259e-01;-4.723e-01;1.050e+00;1.787e-02;-1.984e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.016164000;1.050e+00;4.463e-01;-4.964e-01;4.253e-01;-4.730e-01;1.049e+00;4.255e-01;-4.728e-01;1.050e+00;1.785e-02;-1.986e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.016624000;1.049e+00;4.458e-01;-4.968e-01;4.248e-01;-4.734e-01;1.049e+00;4.250e-01;-4.732e-01;1.049e+00;1.783e-02;-1.987e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.017085000;1.049e+00;4.453e-01;-4.973e-01;4.243e-01;-4.739e-01;1.049e+00;4.246e-01;-4.737e-01;1.049e+00;1.781e-02;-1.989e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.017546000;1.049e+00;4.449e-01;-4.977e-01;4.239e-01;-4.743e-01;1.049e+00;4.241e-01;-4.741e-01;1.049e+00;1.779e-02;-1.991e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.018007000;1.049e+00;4.444e-01;-4.982e-01;4.235e-01;-4.748e-01;1.049e+00;4.237e-01;-4.746e-01;1.049e+00;1.777e-02;-1.993e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.018468000;1.049e+00;4.439e-01;-4.986e-01;4.230e-01;-4.752e-01;1.049e+00;4.233e-01;-4.750e-01;1.049e+00;1.775e-02;-1.995e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.018928000;1.049e+00;4.434e-01;-4.991e-01;4.226e-01;-4.757e-01;1.049e+00;4.228e-01;-4.755e-01;1.049e+00;1.774e-02;-1.996e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.019850000;1.049e+00;4.424e-01;-4.999e-01;4.217e-01;-4.765e-01;1.049e+00;4.219e-01;-4.764e-01;1.049e+00;1.770e-02;-2.000e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.020679000;1.049e+00;4.416e-01;-5.008e-01;4.209e-01;-4.773e-01;1.049e+00;4.212e-01;-4.771e-01;1.049e+00;1.766e-02;-2.003e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.021509000;1.049e+00;4.408e-01;-5.015e-01;4.202e-01;-4.781e-01;1.048e+00;4.204e-01;-4.779e-01;1.049e+00;1.763e-02;-2.006e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.022338000;1.049e+00;4.400e-01;-5.022e-01;4.195e-01;-4.788e-01;1.048e+00;4.197e-01;-4.787e-01;1.049e+00;1.760e-02;-2.009e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.023168000;1.049e+00;4.392e-01;-5.030e-01;4.187e-01;-4.796e-01;1.048e+00;4.189e-01;-4.794e-01;1.049e+00;1.757e-02;-2.012e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.023997000;1.049e+00;4.384e-01;-5.037e-01;4.180e-01;-4.803e-01;1.048e+00;4.182e-01;-4.801e-01;1.049e+00;1.754e-02;-2.015e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.024827000;1.049e+00;4.377e-01;-5.044e-01;4.173e-01;-4.810e-01;1.048e+00;4.175e-01;-4.808e-01;1.049e+00;1.751e-02;-2.017e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.025656000;1.049e+00;4.369e-01;-5.050e-01;4.166e-01;-4.816e-01;1.048e+00;4.169e-01;-4.814e-01;1.049e+00;1.748e-02;-2.020e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.026486000;1.049e+00;4.362e-01;-5.057e-01;4.160e-01;-4.823e-01;1.048e+00;4.162e-01;-4.821e-01;1.049e+00;1.745e-02;-2.023e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.027315000;1.048e+00;4.355e-01;-5.063e-01;4.153e-01;-4.829e-01;1.048e+00;4.155e-01;-4.827e-01;1.048e+00;1.742e-02;-2.025e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.028144000;1.048e+00;4.348e-01;-5.069e-01;4.147e-01;-4.834e-01;1.048e+00;4.149e-01;-4.833e-01;1.048e+00;1.739e-02;-2.027e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.028974000;1.048e+00;4.341e-01;-5.074e-01;4.141e-01;-4.840e-01;1.048e+00;4.143e-01;-4.838e-01;1.048e+00;1.736e-02;-2.030e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.029803000;1.048e+00;4.335e-01;-5.080e-01;4.135e-01;-4.845e-01;1.048e+00;4.137e-01;-4.844e-01;1.048e+00;1.734e-02;-2.032e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.030633000;1.048e+00;4.329e-01;-5.084e-01;4.129e-01;-4.850e-01;1.048e+00;4.131e-01;-4.849e-01;1.048e+00;1.731e-02;-2.034e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
30.031462000;1.048e+00;4.323e-01;-5.089e-01;4.124e-01;-4.855e-01;1.048e+00;4.126e-01;-4.853e-01;1.048e+00;1.729e-02;-2.036e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
