time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;8.332e-01;-3.618e-09;8.332e-01;6.520e-09;1.000e+00;8.333e-01;7.500e-04;1.000e+00;3.333e-02;-2.245e-09;8.333e-01;7.540e-04
0.000001000;1.000e+00;8.332e-01;-3.668e-09;8.332e-01;6.549e-09;1.000e+00;8.333e-01;7.500e-04;1.000e+00;3.333e-02;-2.199e-09;8.333e-01;7.540e-04
29.999994000;1.000e+00;8.332e-01;1.805e-09;8.332e-01;1.644e-09;1.000e+00;8.333e-01;7.500e-04;1.000e+00;3.333e-02;5.630e-09;8.333e-01;7.540e-04
29.999994000;1.006e-06;-3.107e-09;1.928e-09;-2.160e-09;1.775e-09;9.137e-04;2.736e-02;8.209e-01;9.978e-07;-2.307e-09;5.815e-09;8.333e-01;7.540e-04
30.000250000;1.008e-06;-1.025e-09;2.238e-09;-1.890e-10;3.286e-09;9.137e-04;2.736e-02;8.209e-01;9.964e-07;-3.919e-09;6.341e-09;8.333e-01;7.540e-04
30.000378000;1.009e-06;-7.876e-10;2.235e-09;1.121e-11;3.465e-09;9.147e-04;2.733e-02;8.200e-01;9.963e-07;-4.043e-09;6.275e-09;8.333e-01;7.540e-04
30.000539000;1.010e-06;1.138e-10;2.662e-09;1.239e-09;4.389e-09;9.147e-04;2.733e-02;8.200e-01;9.960e-07;-4.869e-09;5.021e-09;8.333e-01;7.540e-04
30.000571000;1.010e-06;9.293e-11;2.818e-09;1.370e-09;4.420e-09;9.147e-04;2.733e-02;8.473e-01;9.959e-07;-4.958e-09;4.757e-09;8.333e-01;7.540e-04
30.000635000;1.010e-06;4.383e-11;2.999e-09;1.498e-09;4.436e-09;9.144e-04;2.734e-02;8.476e-01;9.959e-07;-5.041e-09;4.473e-09;8.333e-01;7.540e-04
30.000699000;1.010e-06;-2.894e-11;3.203e-09;1.622e-09;4.437e-09;9.154e-04;2.731e-02;8.467e-01;9.959e-07;-5.118e-09;4.172e-09;8.333e-01;7.540e-04
30.000827000;1.010e-06;-2.205e-10;3.660e-09;1.855e-09;4.402e-09;9.154e-04;2.731e-02;8.467e-01;9.959e-07;-5.255e-09;3.533e-09;8.333e-01;7.540e-04
30.000891000;1.010e-06;-3.278e-10;3.903e-09;1.958e-09;4.370e-09;9.161e-04;2.729e-02;8.460e-01;9.958e-07;-5.311e-09;3.198e-09;8.333e-01;7.540e-04
30.000955000;1.010e-06;-4.363e-10;4.150e-09;2.048e-09;4.335e-09;9.161e-04;2.729e-02;8.460e-01;9.958e-07;-5.356e-09;2.854e-09;8.333e-01;7.540e-04
30.001019000;1.010e-06;-5.422e-10;4.396e-09;2.120e-09;4.299e-09;9.158e-04;2.730e-02;8.462e-01;9.958e-07;-5.386e-09;2.500e-09;8.333e-01;7.540e-04
30.001083000;1.010e-06;-6.432e-10;4.637e-09;2.171e-09;4.265e-09;9.168e-04;2.727e-02;8.453e-01;9.958e-07;-5.398e-09;2.137e-09;8.333e-01;7.540e-04
30.001147000;1.010e-06;-7.389e-10;4.868e-09;2.202e-09;4.232e-09;9.166e-04;2.728e-02;8.456e-01;9.958e-07;-5.389e-09;1.764e-09;8.333e-01;7.540e-04
30.001211000;1.010e-06;-8.299e-10;5.087e-09;2.211e-09;4.202e-09;9.175e-04;2.725e-02;8.447e-01;9.958e-07;-5.357e-09;1.382e-09;8.333e-01;7.540e-04
30.001275000;1.009e-06;-9.173e-10;5.292e-09;2.200e-09;4.175e-09;9.173e-04;2.725e-02;8.449e-01;9.958e-07;-5.301e-09;9.916e-10;8.333e-01;7.540e-04
30.001339000;1.009e-06;-1.001e-09;5.481e-09;2.169e-09;4.149e-09;9.180e-04;2.723e-02;8.442e-01;9.958e-07;-5.217e-09;5.951e-10;8.333e-01;7.540e-04
30.001403000;1.009e-06;-1.082e-09;5.653e-09;2.120e-09;4.123e-09;9.187e-04;2.721e-02;8.436e-01;9.958e-07;-5.106e-09;1.947e-10;8.333e-01;7.540e-04
30.001467000;1.009e-06;-1.158e-09;5.811e-09;2.056e-09;4.094e-09;9.187e-04;2.721e-02;8.436e-01;9.959e-07;-4.967e-09;-2.061e-10;8.333e-01;7.540e-04
30.001531000;1.009e-06;-1.230e-09;5.957e-09;1.978e-09;4.059e-09;9.195e-04;2.719e-02;8.429e-01;9.959e-07;-4.805e-09;-6.023e-10;8.333e-01;7.540e-04
30.001595000;1.008e-06;-1.297e-09;6.092e-09;1.889e-09;4.017e-09;9.202e-04;2.717e-02;8.422e-01;9.960e-07;-4.624e-09;-9.888e-10;8.333e-01;7.540e-04
30.001659000;1.008e-06;-1.359e-09;6.219e-09;1.788e-09;3.965e-09;9.209e-04;2.715e-02;8.416e-01;9.960e-07;-4.427e-09;-1.360e-09;8.333e-01;7.540e-04
30.001723000;1.008e-06;-1.419e-09;6.342e-09;1.676e-09;3.905e-09;9.207e-04;2.715e-02;8.418e-01;9.961e-07;-4.217e-09;-1.712e-09;8.333e-01;7.540e-04
30.001787000;1.007e-06;-1.478e-09;6.461e-09;1.551e-09;3.836e-09;9.214e-04;2.713e-02;8.411e-01;9.961e-07;-4.000e-09;-2.042e-09;8.333e-01;7.540e-04
30.001851000;1.007e-06;-1.539e-09;6.580e-09;1.413e-09;3.757e-09;9.221e-04;2.711e-02;8.404e-01;9.961e-07;-3.779e-09;-2.349e-09;8.333e-01;7.540e-04
30.001915000;1.007e-06;-1.603e-09;6.698e-09;1.260e-09;3.665e-09;9.226e-04;2.710e-02;8.400e-01;9.962e-07;-3.558e-09;-2.632e-09;8.333e-01;7.540e-04
30.001979000;1.006e-06;-1.670e-09;6.815e-09;1.092e-09;3.558e-09;9.234e-04;2.707e-02;8.393e-01;9.962e-07;-3.340e-09;-2.889e-09;8.333e-01;7.540e-04
30.002043000;1.006e-06;-1.742e-09;6.928e-09;9.075e-10;3.434e-09;9.241e-04;2.705e-02;8.386e-01;9.962e-07;-3.131e-09;-3.118e-09;8.333e-01;7.540e-04
30.002107000;1.006e-06;-1.819e-09;7.036e-09;7.050e-10;3.292e-09;9.249e-04;2.703e-02;8.380e-01;9.962e-07;-2.935e-09;-3.316e-09;8.333e-01;7.540e-04
30.002171000;1.006e-06;-1.904e-09;7.136e-09;4.847e-10;3.131e-09;9.254e-04;2.702e-02;8.375e-01;9.962e-07;-2.758e-09;-3.480e-09;8.333e-01;7.540e-04
30.002235000;1.005e-06;-2.000e-09;7.229e-09;2.482e-10;2.951e-09;9.261e-04;2.699e-02;8.368e-01;9.962e-07;-2.603e-09;-3.610e-09;8.333e-01;7.540e-04
30.002299000;1.005e-06;-2.106e-09;7.313e-09;-2.020e-12;2.751e-09;9.269e-04;2.697e-02;8.361e-01;9.962e-07;-2.470e-09;-3.705e-09;8.333e-01;7.540e-04
30.002363000;1.005e-06;-2.226e-09;7.387e-09;-2.639e-10;2.532e-09;9.274e-04;2.696e-02;8.357e-01;9.962e-07;-2.359e-09;-3.769e-09;8.333e-01;7.540e-04
30.002427000;1.005e-06;-2.361e-09;7.453e-09;-5.367e-10;2.298e-09;9.281e-04;2.694e-02;8.350e-01;9.962e-07;-2.269e-09;-3.804e-09;8.333e-01;7.540e-04
30.002491000;1.004e-06;-2.510e-09;7.509e-09;-8.202e-10;2.052e-09;9.297e-04;2.689e-02;8.336e-01;9.962e-07;-2.199e-09;-3.816e-09;8.333e-01;7.540e-04
30.002555000;1.004e-06;-2.673e-09;7.555e-09;-1.113e-09;1.796e-09;9.302e-04;2.688e-02;8.600e-01;9.962e-07;-2.146e-09;-3.807e-09;8.333e-01;7.540e-04
30.002619000;1.004e-06;-2.848e-09;7.590e-09;-1.413e-09;1.534e-09;9.310e-04;2.685e-02;8.593e-01;9.962e-07;-2.110e-09;-3.780e-09;8.333e-01;7.540e-04
30.002683000;1.004e-06;-3.035e-09;7.612e-09;-1.713e-09;1.268e-09;9.315e-04;2.684e-02;8.588e-01;9.962e-07;-2.086e-09;-3.739e-09;8.333e-01;7.540e-04
30.002747000;1.004e-06;-3.235e-09;7.619e-09;-2.009e-09;1.001e-09;9.321e-04;2.682e-02;8.583e-01;9.962e-07;-2.072e-09;-3.688e-09;8.333e-01;7.540e-04
30.002774000;1.003e-06;-3.447e-09;7.612e-09;-2.293e-09;7.354e-10;9.330e-04;2.679e-02;8.574e-01;9.961e-07;-2.067e-09;-3.632e-09;8.333e-01;7.540e-04
30.002778000;1.003e-06;-4.132e-09;7.510e-09;-3.052e-09;-2.194e-11;9.330e-04;2.679e-02;8.574e-01;9.960e-07;-2.116e-09;-3.438e-09;8.333e-01;7.540e-04
30.002782000;1.003e-06;-4.371e-09;7.448e-09;-3.267e-09;-2.533e-10;9.328e-04;2.680e-02;8.576e-01;9.960e-07;-2.155e-09;-3.362e-09;8.333e-01;7.540e-04
30.002806000;1.002e-06;-4.855e-09;7.271e-09;-3.636e-09;-6.756e-10;9.328e-04;2.680e-02;8.576e-01;9.959e-07;-2.256e-09;-3.198e-09;8.333e-01;7.540e-04
30.002838000;1.002e-06;-5.095e-09;7.155e-09;-3.789e-09;-8.674e-10;9.336e-04;2.678e-02;8.569e-01;9.958e-07;-2.311e-09;-3.113e-09;8.333e-01;7.540e-04
30.002902000;1.002e-06;-5.331e-09;7.024e-09;-3.921e-09;-1.048e-09;9.342e-04;2.676e-02;8.564e-01;9.957e-07;-2.366e-09;-3.029e-09;8.333e-01;7.540e-04
30.002966000;1.002e-06;-5.565e-09;6.877e-09;-4.032e-09;-1.218e-09;9.347e-04;2.675e-02;8.559e-01;9.956e-07;-2.416e-09;-2.948e-09;8.333e-01;7.540e-04
30.003063000;1.002e-06;-5.796e-09;6.716e-09;-4.121e-09;-1.379e-09;9.361e-04;2.671e-02;8.546e-01;9.955e-07;-2.457e-09;-2.872e-09;8.333e-01;7.540e-04
30.003071000;1.001e-06;-6.675e-09;5.946e-09;-4.238e-09;-1.981e-09;9.361e-04;2.671e-02;8.546e-01;9.951e-07;-2.475e-09;-2.599e-09;8.333e-01;7.540e-04
30.003079000;1.001e-06;-6.869e-09;5.728e-09;-4.206e-09;-2.131e-09;9.371e-04;2.668e-02;8.537e-01;9.950e-07;-2.446e-09;-2.530e-09;8.333e-01;7.540e-04
30.003095000;1.001e-06;-7.044e-09;5.503e-09;-4.152e-09;-2.282e-09;9.369e-04;2.669e-02;8.539e-01;9.949e-07;-2.408e-09;-2.459e-09;8.333e-01;7.540e-04
30.003127000;1.001e-06;-7.196e-09;5.269e-09;-4.077e-09;-2.437e-09;9.376e-04;2.666e-02;8.532e-01;9.948e-07;-2.366e-09;-2.386e-09;8.333e-01;7.540e-04
30.003191000;1.001e-06;-7.321e-09;5.032e-09;-3.986e-09;-2.595e-09;9.382e-04;2.665e-02;8.527e-01;9.947e-07;-2.325e-09;-2.311e-09;8.333e-01;7.540e-04
30.003255000;1.001e-06;-7.414e-09;4.793e-09;-3.879e-09;-2.755e-09;9.388e-04;2.663e-02;8.521e-01;9.946e-07;-2.289e-09;-2.233e-09;8.333e-01;7.540e-04
30.003383000;1.001e-06;-7.472e-09;4.556e-09;-3.758e-09;-2.915e-09;9.410e-04;2.657e-02;8.502e-01;9.945e-07;-2.257e-09;-2.152e-09;8.333e-01;7.540e-04
30.003451000;1.001e-06;-7.493e-09;4.318e-09;-3.624e-09;-3.072e-09;9.416e-04;2.655e-02;8.496e-01;9.944e-07;-2.228e-09;-2.069e-09;8.333e-01;7.540e-04
30.003519000;1.001e-06;-7.476e-09;4.077e-09;-3.478e-09;-3.225e-09;9.420e-04;2.654e-02;8.492e-01;9.942e-07;-2.199e-09;-1.983e-09;8.333e-01;7.540e-04
30.003587000;1.000e-06;-7.419e-09;3.829e-09;-3.322e-09;-3.371e-09;9.436e-04;2.649e-02;8.478e-01;9.941e-07;-2.167e-09;-1.892e-09;8.333e-01;7.540e-04
30.003655000;1.000e-06;-7.321e-09;3.577e-09;-3.159e-09;-3.509e-09;9.441e-04;2.648e-02;8.474e-01;9.940e-07;-2.131e-09;-1.794e-09;8.333e-01;7.540e-04
30.003724000;1.000e-06;-7.183e-09;3.321e-09;-2.990e-09;-3.640e-09;9.447e-04;2.646e-02;8.733e-01;9.939e-07;-2.089e-09;-1.690e-09;8.333e-01;7.540e-04
30.003792000;9.999e-07;-7.002e-09;3.069e-09;-2.818e-09;-3.761e-09;9.452e-04;2.645e-02;8.729e-01;9.938e-07;-2.043e-09;-1.578e-09;8.333e-01;7.540e-04
30.003860000;9.997e-07;-6.780e-09;2.825e-09;-2.645e-09;-3.871e-09;9.468e-04;2.641e-02;8.714e-01;9.937e-07;-1.996e-09;-1.458e-09;8.333e-01;7.540e-04
30.003928000;9.995e-07;-6.516e-09;2.590e-09;-2.473e-09;-3.965e-09;9.473e-04;2.639e-02;8.709e-01;9.937e-07;-1.952e-09;-1.328e-09;8.333e-01;7.540e-04
30.003996000;9.993e-07;-6.212e-09;2.368e-09;-2.302e-09;-4.042e-09;9.478e-04;2.638e-02;8.705e-01;9.936e-07;-1.916e-09;-1.190e-09;8.333e-01;7.540e-04
30.004064000;9.990e-07;-5.870e-09;2.160e-09;-2.133e-09;-4.099e-09;9.483e-04;2.636e-02;8.700e-01;9.935e-07;-1.892e-09;-1.045e-09;8.333e-01;7.540e-04
30.004132000;9.988e-07;-5.495e-09;1.968e-09;-1.965e-09;-4.134e-09;9.489e-04;2.635e-02;8.694e-01;9.935e-07;-1.882e-09;-8.925e-10;8.333e-01;7.540e-04
30.004200000;9.986e-07;-5.092e-09;1.795e-09;-1.800e-09;-4.148e-09;9.494e-04;2.633e-02;8.689e-01;9.934e-07;-1.887e-09;-7.357e-10;8.333e-01;7.540e-04
30.004337000;9.984e-07;-4.666e-09;1.646e-09;-1.640e-09;-4.138e-09;9.505e-04;2.630e-02;8.679e-01;9.934e-07;-1.906e-09;-5.761e-10;8.333e-01;7.540e-04
30.004459000;9.983e-07;-4.223e-09;1.524e-09;-1.488e-09;-4.103e-09;9.506e-04;2.630e-02;8.678e-01;9.933e-07;-1.937e-09;-4.160e-10;8.333e-01;7.540e-04
30.004582000;9.981e-07;-3.766e-09;1.429e-09;-1.347e-09;-4.043e-09;9.518e-04;2.627e-02;8.668e-01;9.932e-07;-1.980e-09;-2.575e-10;8.333e-01;7.540e-04
30.004705000;9.980e-07;-3.301e-09;1.362e-09;-1.222e-09;-3.958e-09;9.521e-04;2.626e-02;8.665e-01;9.931e-07;-2.031e-09;-1.025e-10;8.333e-01;7.540e-04
