time;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_Voltage;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu
0.0;0.731968;0.391247;1.0201525187034535;1.0299982792471063;0.8245311387703923;1.0;10.0;0.721019;-0.399979;1.054271;1.0
0.0;0.731968;0.391247;1.0201525187034535;1.0299972808318476;0.8245311387703923;1.0;10.0;0.721019;-0.399979;1.054271;1.0
1e-06;0.731968;0.391246;1.0201525187034535;1.0299972808318476;0.8245306536721361;1.0;10.0;0.721019;-0.399978;1.054271;1.0
3e-06;0.731969;0.391243;1.0201525187034535;1.0299972808318476;0.8245301685748072;1.0;10.0;0.721019;-0.399977;1.054271;1.0
6e-06;0.73197;0.391238;1.0201515194695348;1.0299972808318476;0.8245291983829317;1.0;10.0;0.721019;-0.399975;1.054271;1.0
1.3e-05;0.731973;0.391227;1.0201515194695348;1.029996282416592;0.8245272580103098;1.0;10.0;0.721019;-0.399971;1.054271;1.0
2.6e-05;0.731978;0.391206;1.020150520235617;1.02999428558609;0.8245228922261649;1.0;10.0;0.721019;-0.399962;1.054271;1.0
5.3e-05;0.731989;0.391164;1.0201475616698792;1.029991346617048;0.8245146459499674;1.0;10.0;0.721019;-0.399945;1.054271;1.0
0.000107;0.73201;0.391084;1.0201436038715335;1.0299854686829324;0.8244981542016937;1.0;10.0;0.721019;-0.399911;1.054271;1.0
0.000161;0.732029;0.391007;1.020139646074497;1.0299795344728941;0.8244830230417118;1.0;10.0;0.72102;-0.399878;1.054271;1.0
0.000268;0.732066;0.390862;1.0201317304843527;1.0299687207566062;0.8244542186859135;1.0;10.0;0.721022;-0.399815;1.054271;1.0
0.000365;0.732097;0.39074;1.020125813366665;1.0299589054675922;0.8244301718308228;1.0;10.0;0.721025;-0.39976;1.054271;1.0
0.000462;0.732126;0.390626;1.0201188970203423;1.0299500323146749;0.8244079722382602;1.0;10.0;0.721029;-0.399707;1.054271;1.0
0.000559;0.732154;0.390518;1.020113939998861;1.0299421575821623;0.8243867450565906;1.0;10.0;0.721033;-0.399656;1.054271;1.0
0.000753;0.732206;0.390317;1.0201030658761887;1.0299264644322912;0.8243475020269061;1.0;10.0;0.721043;-0.399557;1.054271;1.0
0.000947;0.732254;0.390138;1.0200931518454577;1.0299126555378373;0.8243142855495106;1.0;10.0;0.721056;-0.399465;1.054271;1.0
0.00114;0.732299;0.389979;1.0200852754417153;1.0299008997903634;0.8242866096358717;1.0;10.0;0.721072;-0.399379;1.054271;1.0
0.001528;0.732382;0.38971;1.0200704435773051;1.0298803272832235;0.8242462190565389;1.0;10.0;0.72111;-0.399227;1.054271;1.0
0.001877;0.732453;0.389518;1.0200606078973935;1.029865632674962;0.8242275690590554;1.0;10.0;0.721154;-0.399109;1.054271;1.0
0.002226;0.732523;0.389363;1.0200517714689779;1.0298539896630978;0.8242232926149321;1.0;10.0;0.721205;-0.399008;1.054271;1.0
0.002575;0.732594;0.389238;1.0200459327564617;1.0298443435184756;0.8242329010043218;1.0;10.0;0.721263;-0.398923;1.054271;1.0
0.002923;0.732669;0.389139;1.020040094061503;1.0298366379004003;0.8242567815007651;1.0;10.0;0.721329;-0.398853;1.054271;1.0
0.003272;0.732747;0.389061;1.020036253848362;1.0298310418223953;0.8242918216317568;1.0;10.0;0.7214;-0.398797;1.054271;1.0
0.003621;0.73283;0.389002;1.0200324528376536;1.0298263878557394;0.8243392851247597;1.0;10.0;0.721478;-0.398754;1.054271;1.0
0.00397;0.732918;0.388958;1.02003065031645;1.0298227886957056;0.8243973272203156;1.0;10.0;0.721562;-0.398722;1.054271;1.0
0.004668;0.733108;0.388909;1.0200270453497788;1.029818642129283;0.8245420311451684;1.0;10.0;0.721745;-0.39869;1.054271;1.0
0.005365;0.733318;0.388904;1.0200265166004265;1.0298176037930211;0.8247222372520339;1.0;10.0;0.721947;-0.398697;1.054271;1.0
0.006063;0.733546;0.388937;1.020027986453803;1.0298206157783014;0.8249332862268317;1.0;10.0;0.722166;-0.398737;1.054271;1.0
