time;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_Voltage;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu
0.0;0.702861;-0.37329;0.9784223183968158;0.9695847762924086;0.8200715604543302;1.0;10.0;0.734129;0.365475;1.035552;1.0
0.0;0.70286;-0.373291;0.9784223183968158;0.9695847762924086;0.8200715604543302;1.0;10.0;0.734129;0.365475;1.035552;1.0
1e-06;0.702859;-0.373295;0.9784223183968158;0.9695847762924086;0.8200720061171458;1.0;10.0;0.734129;0.365476;1.035552;1.0
3e-06;0.702857;-0.3733;0.9784223183968158;0.9695847762924086;0.8200728974457089;1.0;10.0;0.734129;0.365478;1.035552;1.0
5e-06;0.702853;-0.37331;0.9784213191647042;0.9695837779547469;0.8200746801145613;1.0;10.0;0.734129;0.365482;1.035552;1.0
1.1e-05;0.702846;-0.373329;0.9784202807515797;0.9695817236437576;0.8200777998226754;1.0;10.0;0.734129;0.365489;1.035552;1.0
2.1e-05;0.702831;-0.373368;0.9784182822872842;0.9695786709958094;0.8200840393825501;1.0;10.0;0.734129;0.365503;1.035552;1.0
4.3e-05;0.702801;-0.373444;0.9784142069992646;0.9695725657020211;0.8200965190768706;1.0;10.0;0.734129;0.365531;1.035552;1.0
8.6e-05;0.702744;-0.373593;0.9784060956090779;0.9695602974941785;0.820122375910449;1.0;10.0;0.73413;0.365587;1.035552;1.0
0.000171;0.702638;-0.373878;0.9783898728507977;0.9695368747149331;0.8201732101903841;1.0;10.0;0.734133;0.365695;1.035552;1.0
0.000342;0.702453;-0.374396;0.9783605034423661;0.9694951362069848;0.8202731390518648;1.0;10.0;0.734143;0.365899;1.035552;1.0
0.000514;0.702302;-0.374852;0.9783352093536244;0.9694575063941689;0.8203722284438937;1.0;10.0;0.734159;0.366089;1.035552;1.0
