time;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_Voltage;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu
30.000008;-0.05884299999999998;-0.065328;0.07374411993508365;0.05867925849054332;0.7276763440136006;1.0;10.0;0.727471;-0.017286;1.044912;1.0
30.000022;-0.05881699999999998;-0.06531799999999999;0.07375391740782315;0.058696232017055414;0.7276782236077977;1.0;10.0;0.727472;-0.017323;1.044912;1.0
30.000049;-0.05876100000000001;-0.0653;0.07377431348375937;0.05873089139456339;0.7276841074120006;1.0;10.0;0.727476;-0.017402;1.044912;1.0
30.000105;-0.05865099999999998;-0.06526000000000001;0.0738145071987885;0.05880022870703821;0.7277041155751423;1.0;10.0;0.727492;-0.017569;1.044912;1.0
30.000216;-0.05842799999999998;-0.06518299999999999;0.07389549389509484;0.05893897725614179;0.7277762959460826;1.0;10.0;0.727555;-0.017946;1.044912;1.0
30.000402;-0.05804099999999997;-0.065052;0.07403386971515133;0.059177069410372124;0.727998366069595;1.0;10.0;0.727758;-0.018706;1.044912;1.0
30.000402;-0.05804099999999997;-0.065052;0.07403386971515133;0.059177069410372124;0.727998366069595;1.0;10.0;0.727758;-0.018706;1.044912;1.0
30.000402;-0.05803999999999997;-0.065051;0.07403386971515133;0.059177069410372124;0.7279983917653939;1.0;10.0;0.727758;-0.018707;1.044912;1.0
30.000402;-0.05803999999999997;-0.065051;0.07403386971515133;0.059177069410372124;0.7279983917653939;1.0;10.0;0.727758;-0.018707;1.044912;1.0
30.000402;-0.058038999999999966;-0.065051;0.07403386971515133;0.059177069410372124;0.7279994171323216;1.0;10.0;0.727759;-0.018708;1.044912;1.0
30.000403;-0.058039999999999994;-0.06505000000000001;0.0740346705402273;0.059177779993845665;0.7279994685307127;1.0;10.0;0.727759;-0.01871;1.044912;1.0
30.000404;-0.05803699999999999;-0.06505099999999998;0.0740346705402273;0.05917919419018816;0.7280015706830584;1.0;10.0;0.727761;-0.018714;1.044912;1.0
30.000405;-0.05803299999999999;-0.06504699999999998;0.0740360702630819;0.059181325990552126;0.7280037757134231;1.0;10.0;0.727763;-0.018722;1.044912;1.0
30.000409;-0.05802500000000001;-0.06504599999999998;0.07403886971044331;0.05918628625788241;0.7280091857030376;1.0;10.0;0.727768;-0.018738;1.044912;1.0
30.000416;-0.058010000000000006;-0.065041;0.07404446861177409;0.05919550351166886;0.7280199809380234;1.0;10.0;0.727778;-0.018769;1.044912;1.0
30.00043;-0.05798299999999998;-0.06502999999999999;0.07405426671029833;0.05921252504327104;0.7280426525671417;1.0;10.0;0.727799;-0.018834;1.044912;1.0
30.000458;-0.057922;-0.065012;0.07407606350907153;0.05924869822198628;0.7280890386408794;1.0;10.0;0.727842;-0.018965;1.044912;1.0
30.000513;-0.05780500000000002;-0.064972;0.07411825759554794;0.05932106544053301;0.7281921672800388;1.0;10.0;0.727938;-0.019238;1.044912;1.0
30.000514;-0.057802000000000006;-0.064973;0.07411825759554794;0.05932248852669618;0.7281932726172359;1.0;10.0;0.727939;-0.019242;1.044912;1.0
30.000514;-0.057802000000000006;-0.064973;0.07411825759554794;0.05932248852669618;0.7281932726172359;1.0;10.0;0.727939;-0.019242;1.044912;1.0
30.000514;-0.057801000000000005;-0.064973;0.07411825759554794;0.05932248852669618;0.7281932726172359;1.0;10.0;0.727939;-0.019242;1.044912;1.0
30.000515;-0.057801000000000005;-0.064973;0.07411885660208203;0.0593231911650073;0.7281942986930068;1.0;10.0;0.72794;-0.019243;1.044912;1.0
30.000515;-0.057800000000000004;-0.064972;0.07411885660208203;0.0593231911650073;0.7281943251193324;1.0;10.0;0.72794;-0.019244;1.044912;1.0
30.000515;-0.057801000000000005;-0.064971;0.07411965734540332;0.05932390271214462;0.728195377626774;1.0;10.0;0.727941;-0.019246;1.044912;1.0
30.000516;-0.057798;-0.064969;0.07411965734540332;0.059324614267603965;0.7281965094430212;1.0;10.0;0.727942;-0.019251;1.044912;1.0
30.000518;-0.057794000000000026;-0.064969;0.07412105709580781;0.05932745158861957;0.7281997463780112;1.0;10.0;0.727945;-0.01926;1.044912;1.0
30.000521;-0.05778499999999996;-0.06496700000000001;0.07412385659826397;0.05933171214451847;0.7282071937525748;1.0;10.0;0.727952;-0.019277;1.044912;1.0
30.000528;-0.057769999999999974;-0.06496199999999999;0.0741294556097642;0.05934093616551731;0.728221143056146;1.0;10.0;0.727965;-0.019313;1.044912;1.0
30.000542;-0.05774099999999999;-0.06495100000000001;0.0741400546263624;0.05935868302110484;0.7282491001367596;1.0;10.0;0.727991;-0.019387;1.044912;1.0
30.00057;-0.057680999999999996;-0.06493199999999999;0.07416105103084773;0.05939629861363417;0.7283082767976758;1.0;10.0;0.728046;-0.019544;1.044912;1.0
30.000626;-0.057555999999999996;-0.06488999999999998;0.07420524464618387;0.05947085970456455;0.7284345455241672;1.0;10.0;0.728163;-0.019888;1.044912;1.0
30.000738;-0.057298000000000016;-0.06481100000000001;0.07429443373497102;0.059624328541292605;0.7287251443239763;1.0;10.0;0.728431;-0.020703;1.044912;1.0
30.00085;-0.05703299999999997;-0.06472499999999999;0.07438842323910355;0.05978362387811566;0.7290665653841218;1.0;10.0;0.728744;-0.021685;1.044912;1.0
30.001074;-0.05647100000000001;-0.06454599999999998;0.0745834076588084;0.06011689893865119;0.7299020017577702;1.0;10.0;0.729503;-0.024131;1.044912;1.0
30.001276;-0.055928000000000005;-0.064375;0.07477000066871739;0.0604364857019334;0.7308342313609838;1.0;10.0;0.73034;-0.026873;1.044912;1.0
30.001477;-0.055354000000000014;-0.06419400000000001;0.07496500150070032;0.060772357943393966;0.7319425813743862;1.0;10.0;0.731323;-0.03011;1.044912;1.0
30.001679;-0.054752999999999996;-0.06399999999999999;0.07517041184535309;0.06112525354548642;0.7332346557494402;1.0;10.0;0.732454;-0.033826;1.044912;1.0
30.00188;-0.05411899999999997;-0.06379300000000002;0.07538523121275148;0.06149458228169372;0.7347186578963406;1.0;10.0;0.733735;-0.038006;1.044912;1.0
30.002082;-0.053455000000000016;-0.063576;0.07560766196623198;0.06188034218554387;0.7364012430604663;1.0;10.0;0.735166;-0.042635;1.044912;1.0
30.002284;-0.052766000000000035;-0.06334300000000001;0.07584010301285198;0.062282634497907996;0.7382904645903264;1.0;10.0;0.736748;-0.047699;1.044912;1.0
30.002485;-0.05204800000000001;-0.063096;0.07608035505306215;0.06269932983692889;0.7403954797356613;1.0;10.0;0.738483;-0.053182;1.044912;1.0
30.002687;-0.051301;-0.06282999999999998;0.07632841841673388;0.0631339789970504;0.742699847482144;1.0;10.0;0.740347;-0.059071;1.044912;1.0
30.002824;-0.050782999999999995;-0.06263700000000001;0.07650226405146451;0.063438269088934;0.7443470284410357;1.0;10.0;0.74165;-0.063307;1.044912;1.0
30.002961;-0.050257000000000024;-0.06243299999999998;0.07667850875571329;0.0637507248978394;0.7460389226313866;1.0;10.0;0.742959;-0.06772;1.044912;1.0
30.003098;-0.04972399999999999;-0.062214999999999986;0.07685915438644898;0.06407060375086222;0.747775019024439;1.0;10.0;0.744271;-0.072306;1.044912;1.0
30.003236;-0.04917900000000003;-0.06198400000000001;0.07704359786510492;0.06439931043885486;0.7495558009761515;1.0;10.0;0.745584;-0.077061;1.044912;1.0
30.003373;-0.04862900000000003;-0.06174199999999999;0.07723043765252144;0.06473468140031277;0.751382734011103;1.0;10.0;0.746897;-0.081981;1.044912;1.0
30.003448;-0.04832499999999999;-0.06160199999999998;0.07733385816057543;0.06492163868849893;0.752407741638136;1.0;10.0;0.747619;-0.084754;1.044912;1.0
30.003448;-0.04832499999999999;-0.06160199999999998;0.07733385816057543;0.06492163868849893;0.752407741638136;1.0;10.0;0.747619;-0.084754;1.044912;1.0
30.003448;-0.04832399999999999;-0.06160199999999998;0.07733385816057543;0.06492230702154692;0.7524091858583334;1.0;10.0;0.74762;-0.084758;1.044912;1.0
30.003448;-0.04832399999999999;-0.06160099999999998;0.07733446091491167;0.06492230702154692;0.7524106300983526;1.0;10.0;0.747621;-0.084762;1.044912;1.0
30.003449;-0.04832199999999999;-0.061603000000000026;0.0773352588409711;0.06492305088333418;0.7524134059744018;1.0;10.0;0.747623;-0.084769;1.044912;1.0
30.003449;-0.04832099999999999;-0.061602000000000025;0.0773352588409711;0.06492379475200137;0.752419183270868;1.0;10.0;0.747627;-0.084785;1.044912;1.0
30.00345;-0.04831799999999997;-0.06159800000000002;0.07733665952185936;0.06492595082091597;0.7524295197432116;1.0;10.0;0.747634;-0.084815;1.044912;1.0
30.003451;-0.048312999999999995;-0.06159699999999999;0.0773388581309551;0.06492959467761986;0.7524522960799575;1.0;10.0;0.74765;-0.084876;1.044912;1.0
30.003455;-0.04830000000000001;-0.061589;0.07734306017348938;0.06493829474970836;0.7524979754956155;1.0;10.0;0.747682;-0.084999;1.044912;1.0
30.003461;-0.04827099999999997;-0.061576999999999986;0.0773522621905785;0.0649549515433581;0.7525882835661208;1.0;10.0;0.747745;-0.085244;1.044912;1.0
30.003475;-0.04821699999999998;-0.06155299999999999;0.07737066623727626;0.06498826732572581;0.7527692361314986;1.0;10.0;0.747871;-0.085735;1.044912;1.0
30.003501;-0.048111000000000015;-0.061503999999999996;0.07740747438070822;0.06505423996174269;0.7531326101112605;1.0;10.0;0.748123;-0.086722;1.044912;1.0
30.003554;-0.04789500000000001;-0.06139999999999997;0.0774812858953696;0.06518755618214261;0.7538659554277537;1.0;10.0;0.748628;-0.088713;1.044912;1.0
30.003659;-0.04746100000000002;-0.061191999999999996;0.0776303100212797;0.06545723154090768;0.7553547454441522;1.0;10.0;0.749637;-0.092764;1.044912;1.0
30.003759;-0.04704499999999999;-0.06098499999999999;0.07777312881066313;0.06571821014756869;0.7567985761429523;1.0;10.0;0.750596;-0.096694;1.044912;1.0
30.003838;-0.04671700000000001;-0.06081399999999999;0.07788694063191852;0.06592551379397812;0.7579315151680922;1.0;10.0;0.751326;-0.099847;1.044912;1.0
30.003917;-0.046387999999999985;-0.06063800000000001;0.0780017450574024;0.06613706262754644;0.7590326846888743;1.0;10.0;0.752005;-0.103049;1.044912;1.0
30.003996;-0.04606200000000002;-0.06045099999999998;0.07811734724118581;0.0663499392991433;0.7600946441240064;1.0;10.0;0.752625;-0.106299;1.044912;1.0
30.004075;-0.045737;-0.060257999999999985;0.07823333898025828;0.06656695595413689;0.7611140699875414;1.0;10.0;0.753182;-0.109597;1.044912;1.0
30.004233;-0.04509600000000001;-0.059837;0.07846810601129607;0.06700772201022805;0.7630130546386478;1.0;10.0;0.754093;-0.11633;1.044912;1.0
30.004391;-0.04446499999999998;-0.05938299999999999;0.07870544612668173;0.06745994190628984;0.7647244193302578;1.0;10.0;0.754728;-0.123244;1.044912;1.0
30.004549;-0.04384200000000002;-0.05889000000000001;0.07894596724342542;0.06792278929048777;0.7662380026727988;1.0;10.0;0.755072;-0.130334;1.044912;1.0
30.004706;-0.04323399999999998;-0.058357;0.0791884721218941;0.06839619784754121;0.7675464001726541;1.0;10.0;0.755113;-0.137593;1.044912;1.0
30.004864;-0.04263499999999999;-0.057783;0.0794327751309244;0.0688799107505229;0.768636174368602;1.0;10.0;0.754832;-0.145018;1.044912;1.0
30.004886;-0.04255600000000001;-0.05770000000000001;0.0794671630926888;0.0689472131489011;0.7687780886185558;1.0;10.0;0.754776;-0.146058;1.044912;1.0
30.004886;-0.04255600000000001;-0.05770000000000001;0.0794671630926888;0.0689472131489011;0.7687780886185558;1.0;10.0;0.754776;-0.146058;1.044912;1.0
30.004886;-0.04255500000000001;-0.05770000000000001;0.0794671630926888;0.06894796858501344;0.7687788485774046;1.0;10.0;0.754776;-0.146062;1.044912;1.0
30.004886;-0.04255400000000001;-0.05769900000000001;0.07946796187772781;0.06894796858501344;0.7687788167698171;1.0;10.0;0.754775;-0.146067;1.044912;1.0
30.004886;-0.042552000000000006;-0.057698000000000006;0.07946796187772781;0.06894796858501344;0.7687807168198224;1.0;10.0;0.754775;-0.146077;1.044912;1.0
30.004887;-0.042552000000000006;-0.05769900000000001;0.07946876066732134;0.06894937924303597;0.7687823637057499;1.0;10.0;0.754773;-0.146096;1.044912;1.0
30.004888;-0.04254800000000003;-0.057695;0.0794701610669061;0.06895230078829857;0.7687878125113586;1.0;10.0;0.754771;-0.146135;1.044912;1.0
30.004889;-0.04254399999999997;-0.05768900000000002;0.07947236025814257;0.06895728820799148;0.7687977342090702;1.0;10.0;0.754766;-0.146213;1.044912;1.0
30.004893;-0.04253100000000001;-0.05767500000000002;0.07947755744862822;0.06896726305284269;0.7688174106769434;1.0;10.0;0.754756;-0.146368;1.044912;1.0
30.004899;-0.042506999999999975;-0.057652999999999996;0.07948775465441202;0.06898731307276723;0.7688568562352813;1.0;10.0;0.754736;-0.146678;1.044912;1.0
30.004912;-0.042458000000000023;-0.05760199999999999;0.07950754759769667;0.06902741346016089;0.7689351362949933;1.0;10.0;0.754695;-0.147298;1.044912;1.0
30.004938;-0.042362;-0.057502;0.07954793288326227;0.06910827060489938;0.7690949477106191;1.0;10.0;0.754615;-0.148537;1.044912;1.0
30.00499;-0.04217;-0.05730500000000002;0.07962950481448444;0.06926923387045651;0.7694185195431678;1.0;10.0;0.754454;-0.15101;1.044912;1.0
30.005094;-0.04178900000000002;-0.05690300000000001;0.07979045920409282;0.06959107644662496;0.7700872924058674;1.0;10.0;0.754134;-0.155937;1.044912;1.0
30.005302;-0.04103200000000001;-0.05608800000000003;0.08010940532172237;0.07023214321092587;0.7715062363954034;1.0;10.0;0.753499;-0.165714;1.044912;1.0
30.005511;-0.04028800000000002;-0.055261999999999985;0.0804252106556147;0.07086842121142534;0.7730304288719817;1.0;10.0;0.752871;-0.175389;1.044912;1.0
30.005719;-0.03955600000000001;-0.054421;0.08073808333122603;0.07150119233970857;0.7746551550373882;1.0;10.0;0.752249;-0.184965;1.044912;1.0
30.005927;-0.038838000000000025;-0.05356399999999999;0.08104803362204416;0.07213054100032801;0.7763770741849607;1.0;10.0;0.751634;-0.194442;1.044912;1.0
30.006135;-0.038126999999999994;-0.052695000000000006;0.08135346818052688;0.07275569317242467;0.778190942523106;1.0;10.0;0.751025;-0.20382;1.044912;1.0
30.006343;-0.037431000000000006;-0.051814;0.0816559997611933;0.07337663607716015;0.7800930805262921;1.0;10.0;0.750422;-0.213101;1.044912;1.0
30.006552;-0.036748;-0.05092000000000001;0.08195543214455038;0.07399346838741917;0.7820796611733359;1.0;10.0;0.749825;-0.222286;1.044912;1.0
30.00676;-0.03607599999999998;-0.05001599999999999;0.08225117789430131;0.07460531789356573;0.7841479060744854;1.0;10.0;0.749235;-0.231376;1.044912;1.0
30.006968;-0.03541699999999996;-0.049099000000000004;0.08254324716171517;0.07521315672806188;0.7862932138744426;1.0;10.0;0.748651;-0.240372;1.044912;1.0
30.007176;-0.034769999999999995;-0.048172;0.08283224329933363;0.07581600998469915;0.7885110923817115;1.0;10.0;0.748072;-0.249275;1.044912;1.0
30.007384;-0.034134;-0.04723700000000001;0.0831175822675323;0.07641474717618321;0.7907996694643973;1.0;10.0;0.7475;-0.258085;1.044912;1.0
30.007593;-0.03351;-0.046289000000000004;0.08339986602507225;0.07700872138920371;0.7931549500393981;1.0;10.0;0.746934;-0.266804;1.044912;1.0
30.007801;-0.032898;-0.045333999999999985;0.0836785128930958;0.07759783182538027;0.7955727450195864;1.0;10.0;0.746373;-0.275433;1.044912;1.0
30.008009;-0.032299999999999995;-0.044370000000000014;0.08395331517575706;0.07818208782067668;0.7980517812084628;1.0;10.0;0.745819;-0.283973;1.044912;1.0
30.008217;-0.03171300000000003;-0.04339699999999999;0.08422508821604166;0.07876095337792706;0.8005867652390963;1.0;10.0;0.74527;-0.292424;1.044912;1.0
30.008425;-0.031134999999999996;-0.042417000000000024;0.08449384082878468;0.07933574420776551;0.8031756494677861;1.0;10.0;0.744727;-0.300787;1.044912;1.0
30.008634;-0.03057300000000003;-0.04142899999999998;0.08475818574037554;0.07990441002222592;0.8058150059517383;1.0;10.0;0.744189;-0.309064;1.044912;1.0
30.008842;-0.030019000000000018;-0.040433999999999984;0.08502011366729641;0.08046913108764131;0.8085026089469347;1.0;10.0;0.743657;-0.317255;1.044912;1.0
30.00905;-0.029481000000000007;-0.039432;0.0852776513806519;0.08102840928958188;0.8112361642610616;1.0;10.0;0.743131;-0.325362;1.044912;1.0
30.009258;-0.028951999999999978;-0.03842599999999999;0.0855327870819138;0.0815816069956948;0.81401136574129;1.0;10.0;0.74261;-0.333384;1.044912;1.0
30.009466;-0.028436000000000017;-0.03741399999999999;0.08578413198838115;0.08213025032227772;0.8168265285922097;1.0;10.0;0.742094;-0.341324;1.044912;1.0
30.00957;-0.028182000000000013;-0.03691;0.08590736758276322;0.08240163401899261;0.818239067613494;1.0;10.0;0.74184;-0.345237;1.044912;1.0
30.00957;-0.028182000000000013;-0.03691;0.08590736758276322;0.08240163401899261;0.818239067613494;1.0;10.0;0.74184;-0.345237;1.044912;1.0
30.00957;-0.028181999999999985;-0.036909;0.08590736758276322;0.0824022907691285;0.8182411772601034;1.0;10.0;0.74184;-0.345242;1.044912;1.0
30.00957;-0.02818100000000001;-0.036907999999999996;0.08590736758276322;0.0824022907691285;0.8182423803067158;1.0;10.0;0.741839;-0.345247;1.044912;1.0
30.00957;-0.02818200000000004;-0.036906999999999995;0.08590818164761724;0.0824022907691285;0.8182470216780505;1.0;10.0;0.741839;-0.345258;1.044912;1.0
30.009571;-0.028177999999999995;-0.03690399999999999;0.08590899571639747;0.08240435838594946;0.818254069595746;1.0;10.0;0.741837;-0.345279;1.044912;1.0
30.009572;-0.02817700000000005;-0.036899;0.08590980978910383;0.08240718010586214;0.8182695580461246;1.0;10.0;0.741835;-0.34532;1.044912;1.0
30.009574;-0.028170999999999988;-0.036886999999999996;0.08591283277834576;0.082412823547067;0.8182991492418893;1.0;10.0;0.741829;-0.345403;1.044912;1.0
30.009579;-0.028160000000000032;-0.036866;0.08591829805693313;0.08242401313330965;0.8183592602793714;1.0;10.0;0.741818;-0.345569;1.044912;1.0
30.009588;-0.02813999999999997;-0.03682300000000001;0.08592841472993669;0.08244714652430367;0.8184804768655145;1.0;10.0;0.741797;-0.345901;1.044912;1.0
30.009605;-0.028097999999999998;-0.036738;0.08594888248255471;0.0824934138098309;0.8187223557110188;1.0;10.0;0.741754;-0.346565;1.044912;1.0
30.00964;-0.028011000000000008;-0.036564;0.08599098289937149;0.08258453949741441;0.8192062465118293;1.0;10.0;0.741668;-0.34789;1.044912;1.0
30.009711;-0.027842000000000033;-0.036218;0.08607403794408625;0.08276745607423247;0.8201770559897418;1.0;10.0;0.741496;-0.350534;1.044912;1.0
30.009852;-0.027509000000000006;-0.035528000000000004;0.08623939413632264;0.08313247379935232;0.8221305383891295;1.0;10.0;0.741154;-0.355794;1.044912;1.0
30.010133;-0.026854000000000003;-0.03413700000000001;0.08656582597076054;0.08385362277206632;0.8260829486800947;1.0;10.0;0.740478;-0.366204;1.044912;1.0
30.010415;-0.026220999999999994;-0.032740000000000005;0.08688610188632012;0.08456503206999923;0.8300898889168571;1.0;10.0;0.739811;-0.376469;1.044912;1.0
30.010697;-0.025609999999999994;-0.031338999999999985;0.0871999975802752;0.08526692958585996;0.834146548165249;1.0;10.0;0.739154;-0.38659;1.044912;1.0
30.010979;-0.02501900000000004;-0.029929999999999977;0.08750834471066173;0.08595926855202991;0.8382470302941729;1.0;10.0;0.738506;-0.396569;1.044912;1.0
30.01126;-0.024442999999999965;-0.028516999999999994;0.08781033794491398;0.08664143293482629;0.8423870755003308;1.0;10.0;0.737867;-0.406409;1.044912;1.0
30.011542;-0.023892999999999984;-0.02710100000000001;0.08810681175141909;0.08731421479346876;0.8465617275131212;1.0;10.0;0.737237;-0.416111;1.044912;1.0
30.011824;-0.02335799999999999;-0.025684;0.08839695896352995;0.08797765782288136;0.8507667364119263;1.0;10.0;0.736616;-0.425677;1.044912;1.0
30.012105;-0.022841999999999973;-0.024262999999999986;0.0886813583116542;0.08863039489926691;0.8549977357332591;1.0;10.0;0.736003;-0.43511;1.044912;1.0
30.012387;-0.022344999999999976;-0.02284000000000002;0.08896084334132631;0.08927462629437326;0.8592513172070207;1.0;10.0;0.735399;-0.444411;1.044912;1.0
30.012669;-0.021865999999999997;-0.02142000000000001;0.08923320954106717;0.08990905080135148;0.8635225372681364;1.0;10.0;0.734803;-0.453581;1.044912;1.0
30.012951;-0.021405999999999994;-0.020002000000000006;0.08950124424274783;0.09053363826777316;0.8678099446491726;1.0;10.0;0.734216;-0.462624;1.044912;1.0
30.013232;-0.020961000000000007;-0.01858;0.08976356602764843;0.09114781946376994;0.8721079499064321;1.0;10.0;0.733637;-0.471539;1.044912;1.0
30.013514;-0.020534000000000024;-0.017162999999999998;0.09002018348126159;0.0917543934261461;0.8764146674126352;1.0;10.0;0.733066;-0.48033;1.044912;1.0
