time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu
0.997242000;1.044e+00;5.000e-01;7.778e-05;4.787e-01;7.447e-05;1.044e+00;1.053e+00;4.888e-01;2.455e-02;1.044e+00;4.500e-01;7.000e-05;1.000e+01;5.000e-01;1.141e-02;1.044e+00
1.794728000;1.044e+00;5.000e-01;-3.111e-05;4.787e-01;-2.979e-05;1.044e+00;1.053e+00;4.888e-01;2.445e-02;1.044e+00;4.500e-01;-2.800e-05;1.000e+01;5.000e-01;1.141e-02;1.044e+00
19.999996000;1.044e+00;5.000e-01;-2.351e-09;4.787e-01;4.245e-09;1.044e+00;1.053e+00;4.888e-01;2.448e-02;1.044e+00;4.500e-01;-5.753e-09;1.000e+01;5.000e-01;1.141e-02;1.044e+00
19.999996000;1.044e+00;5.000e-01;-2.464e-09;4.787e-01;4.180e-09;1.044e+00;1.053e+00;4.888e-01;2.448e-02;1.044e+00;4.500e-01;-5.424e-09;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.005126000;1.044e+00;5.000e-01;1.114e-06;4.787e-01;1.064e-06;1.044e+00;1.053e+00;4.888e-01;2.448e-02;1.044e+00;4.500e-01;1.001e-06;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.006086000;1.044e+00;5.000e-01;2.225e-06;4.788e-01;2.128e-06;1.044e+00;1.053e+00;4.888e-01;2.448e-02;1.044e+00;4.500e-01;2.001e-06;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.006598000;1.044e+00;5.001e-01;2.225e-06;4.788e-01;2.128e-06;1.044e+00;1.053e+00;4.888e-01;2.449e-02;1.044e+00;4.501e-01;2.001e-06;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.008646000;1.044e+00;5.001e-01;4.446e-06;4.789e-01;4.255e-06;1.044e+00;1.053e+00;4.889e-01;2.449e-02;1.044e+00;4.501e-01;4.000e-06;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.011694000;1.044e+00;5.003e-01;4.446e-06;4.790e-01;4.256e-06;1.044e+00;1.053e+00;4.891e-01;2.451e-02;1.044e+00;4.503e-01;4.000e-06;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.015294000;1.044e+00;5.007e-01;-1.110e-06;4.794e-01;-1.063e-06;1.044e+00;1.053e+00;4.894e-01;2.453e-02;1.044e+00;4.506e-01;-9.997e-07;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.017094000;1.044e+00;5.009e-01;-5.555e-06;4.796e-01;-5.318e-06;1.044e+00;1.053e+00;4.897e-01;2.454e-02;1.044e+00;4.508e-01;-5.000e-06;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.017994000;1.044e+00;5.011e-01;-8.888e-06;4.798e-01;-8.510e-06;1.044e+00;1.053e+00;4.898e-01;2.455e-02;1.044e+00;4.509e-01;-8.000e-06;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.027894000;1.044e+00;5.032e-01;-7.556e-05;4.819e-01;-7.235e-05;1.044e+00;1.053e+00;4.919e-01;2.466e-02;1.044e+00;4.529e-01;-6.800e-05;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.028794000;1.044e+00;5.035e-01;-8.444e-05;4.821e-01;-8.087e-05;1.044e+00;1.053e+00;4.922e-01;2.467e-02;1.044e+00;4.531e-01;-7.600e-05;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.034694000;1.044e+00;5.054e-01;-1.489e-04;4.841e-01;-1.426e-04;1.044e+00;1.053e+00;4.941e-01;2.476e-02;1.044e+00;4.549e-01;-1.340e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.036694000;1.044e+00;5.062e-01;-1.733e-04;4.848e-01;-1.660e-04;1.044e+00;1.053e+00;4.948e-01;2.480e-02;1.044e+00;4.556e-01;-1.560e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.039694000;1.044e+00;5.074e-01;-2.133e-04;4.860e-01;-2.043e-04;1.044e+00;1.053e+00;4.960e-01;2.486e-02;1.044e+00;4.567e-01;-1.920e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.040694000;1.044e+00;5.078e-01;-2.267e-04;4.864e-01;-2.171e-04;1.044e+00;1.053e+00;4.965e-01;2.488e-02;1.044e+00;4.570e-01;-2.040e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.041694000;1.044e+00;5.083e-01;-2.411e-04;4.868e-01;-2.310e-04;1.044e+00;1.053e+00;4.969e-01;2.490e-02;1.044e+00;4.574e-01;-2.170e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.050694000;1.044e+00;5.126e-01;-3.767e-04;4.912e-01;-3.609e-04;1.044e+00;1.053e+00;5.012e-01;2.512e-02;1.044e+00;4.614e-01;-3.390e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.051694000;1.044e+00;5.132e-01;-3.933e-04;4.917e-01;-3.769e-04;1.044e+00;1.053e+00;5.017e-01;2.515e-02;1.044e+00;4.618e-01;-3.540e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.052694000;1.044e+00;5.137e-01;-4.089e-04;4.922e-01;-3.918e-04;1.044e+00;1.053e+00;5.023e-01;2.517e-02;1.044e+00;4.623e-01;-3.680e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.053694000;1.044e+00;5.143e-01;-4.256e-04;4.928e-01;-4.078e-04;1.043e+00;1.053e+00;5.028e-01;2.520e-02;1.044e+00;4.628e-01;-3.830e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.054694000;1.044e+00;5.148e-01;-4.411e-04;4.933e-01;-4.227e-04;1.043e+00;1.053e+00;5.033e-01;2.523e-02;1.044e+00;4.633e-01;-3.970e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.056516000;1.044e+00;5.159e-01;-4.711e-04;4.943e-01;-4.515e-04;1.043e+00;1.053e+00;5.044e-01;2.529e-02;1.044e+00;4.643e-01;-4.240e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.056772000;1.044e+00;5.160e-01;-4.756e-04;4.945e-01;-4.557e-04;1.043e+00;1.052e+00;5.045e-01;2.530e-02;1.044e+00;4.644e-01;-4.280e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.057284000;1.043e+00;5.163e-01;-4.844e-04;4.948e-01;-4.643e-04;1.043e+00;1.052e+00;5.048e-01;2.531e-02;1.043e+00;4.647e-01;-4.360e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.058284000;1.043e+00;5.169e-01;-5.011e-04;4.954e-01;-4.802e-04;1.043e+00;1.052e+00;5.054e-01;2.534e-02;1.043e+00;4.652e-01;-4.510e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.063284000;1.043e+00;5.199e-01;-5.856e-04;4.984e-01;-5.613e-04;1.043e+00;1.052e+00;5.084e-01;2.551e-02;1.043e+00;4.679e-01;-5.270e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.069284000;1.043e+00;5.238e-01;-6.878e-04;5.022e-01;-6.594e-04;1.043e+00;1.052e+00;5.122e-01;2.573e-02;1.043e+00;4.714e-01;-6.190e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.071284000;1.043e+00;5.252e-01;-7.222e-04;5.035e-01;-6.925e-04;1.043e+00;1.052e+00;5.136e-01;2.581e-02;1.043e+00;4.727e-01;-6.500e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.075284000;1.043e+00;5.279e-01;-7.900e-04;5.063e-01;-7.576e-04;1.043e+00;1.052e+00;5.163e-01;2.597e-02;1.043e+00;4.752e-01;-7.110e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.076284000;1.043e+00;5.287e-01;-8.067e-04;5.070e-01;-7.736e-04;1.043e+00;1.052e+00;5.170e-01;2.601e-02;1.043e+00;4.758e-01;-7.260e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.077284000;1.043e+00;5.294e-01;-8.233e-04;5.077e-01;-7.896e-04;1.042e+00;1.052e+00;5.177e-01;2.606e-02;1.043e+00;4.764e-01;-7.410e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.081284000;1.043e+00;5.323e-01;-8.911e-04;5.105e-01;-8.547e-04;1.042e+00;1.052e+00;5.205e-01;2.624e-02;1.043e+00;4.790e-01;-8.020e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.082284000;1.043e+00;5.330e-01;-9.078e-04;5.113e-01;-8.708e-04;1.042e+00;1.052e+00;5.213e-01;2.628e-02;1.043e+00;4.797e-01;-8.170e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.083284000;1.042e+00;5.337e-01;-9.233e-04;5.120e-01;-8.857e-04;1.042e+00;1.052e+00;5.220e-01;2.633e-02;1.042e+00;4.804e-01;-8.310e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.084284000;1.042e+00;5.345e-01;-9.400e-04;5.127e-01;-9.017e-04;1.042e+00;1.052e+00;5.227e-01;2.637e-02;1.042e+00;4.810e-01;-8.460e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.090284000;1.042e+00;5.391e-01;-1.037e-03;5.172e-01;-9.947e-04;1.042e+00;1.052e+00;5.272e-01;2.667e-02;1.042e+00;4.851e-01;-9.330e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.091284000;1.042e+00;5.398e-01;-1.053e-03;5.180e-01;-1.011e-03;1.042e+00;1.051e+00;5.280e-01;2.672e-02;1.042e+00;4.858e-01;-9.480e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.096284000;1.042e+00;5.438e-01;-1.130e-03;5.219e-01;-1.085e-03;1.042e+00;1.051e+00;5.319e-01;2.698e-02;1.042e+00;4.894e-01;-1.017e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.097284000;1.042e+00;5.446e-01;-1.146e-03;5.227e-01;-1.100e-03;1.041e+00;1.051e+00;5.327e-01;2.703e-02;1.042e+00;4.901e-01;-1.031e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.103284000;1.042e+00;5.494e-01;-1.232e-03;5.275e-01;-1.183e-03;1.041e+00;1.051e+00;5.375e-01;2.737e-02;1.042e+00;4.945e-01;-1.109e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.104284000;1.041e+00;5.502e-01;-1.247e-03;5.283e-01;-1.197e-03;1.041e+00;1.051e+00;5.383e-01;2.742e-02;1.041e+00;4.952e-01;-1.122e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.105284000;1.041e+00;5.511e-01;-1.260e-03;5.291e-01;-1.210e-03;1.041e+00;1.051e+00;5.391e-01;2.748e-02;1.041e+00;4.960e-01;-1.134e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.110284000;1.041e+00;5.552e-01;-1.328e-03;5.333e-01;-1.275e-03;1.041e+00;1.051e+00;5.432e-01;2.778e-02;1.041e+00;4.997e-01;-1.195e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.111284000;1.041e+00;5.561e-01;-1.340e-03;5.341e-01;-1.287e-03;1.041e+00;1.051e+00;5.440e-01;2.784e-02;1.041e+00;5.005e-01;-1.206e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.112284000;1.041e+00;5.569e-01;-1.353e-03;5.349e-01;-1.300e-03;1.041e+00;1.051e+00;5.449e-01;2.791e-02;1.041e+00;5.012e-01;-1.218e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.115284000;1.041e+00;5.595e-01;-1.390e-03;5.375e-01;-1.335e-03;1.041e+00;1.051e+00;5.474e-01;2.809e-02;1.041e+00;5.035e-01;-1.251e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.116284000;1.041e+00;5.603e-01;-1.402e-03;5.383e-01;-1.347e-03;1.040e+00;1.051e+00;5.482e-01;2.816e-02;1.041e+00;5.043e-01;-1.262e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.119284000;1.041e+00;5.629e-01;-1.437e-03;5.409e-01;-1.380e-03;1.040e+00;1.051e+00;5.508e-01;2.835e-02;1.041e+00;5.066e-01;-1.293e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.120284000;1.041e+00;5.638e-01;-1.448e-03;5.417e-01;-1.391e-03;1.040e+00;1.050e+00;5.516e-01;2.842e-02;1.041e+00;5.074e-01;-1.303e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.122284000;1.041e+00;5.655e-01;-1.470e-03;5.434e-01;-1.413e-03;1.040e+00;1.050e+00;5.534e-01;2.855e-02;1.041e+00;5.089e-01;-1.323e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.123284000;1.041e+00;5.664e-01;-1.480e-03;5.443e-01;-1.422e-03;1.040e+00;1.050e+00;5.542e-01;2.862e-02;1.041e+00;5.097e-01;-1.332e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.124284000;1.040e+00;5.672e-01;-1.491e-03;5.452e-01;-1.433e-03;1.040e+00;1.050e+00;5.551e-01;2.869e-02;1.040e+00;5.105e-01;-1.342e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.125284000;1.040e+00;5.681e-01;-1.501e-03;5.460e-01;-1.443e-03;1.040e+00;1.050e+00;5.559e-01;2.876e-02;1.040e+00;5.113e-01;-1.351e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.133284000;1.040e+00;5.752e-01;-1.576e-03;5.530e-01;-1.515e-03;1.040e+00;1.050e+00;5.629e-01;2.932e-02;1.040e+00;5.176e-01;-1.418e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.134284000;1.040e+00;5.761e-01;-1.583e-03;5.539e-01;-1.522e-03;1.039e+00;1.050e+00;5.638e-01;2.940e-02;1.040e+00;5.184e-01;-1.425e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.136284000;1.040e+00;5.778e-01;-1.599e-03;5.557e-01;-1.538e-03;1.039e+00;1.050e+00;5.656e-01;2.954e-02;1.040e+00;5.201e-01;-1.439e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.142284000;1.040e+00;5.832e-01;-1.641e-03;5.610e-01;-1.579e-03;1.039e+00;1.050e+00;5.709e-01;3.000e-02;1.040e+00;5.249e-01;-1.477e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.143284000;1.039e+00;5.841e-01;-1.648e-03;5.619e-01;-1.585e-03;1.039e+00;1.050e+00;5.718e-01;3.007e-02;1.039e+00;5.257e-01;-1.483e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.145284000;1.039e+00;5.859e-01;-1.660e-03;5.637e-01;-1.597e-03;1.039e+00;1.050e+00;5.736e-01;3.023e-02;1.039e+00;5.273e-01;-1.494e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.146284000;1.039e+00;5.868e-01;-1.666e-03;5.646e-01;-1.603e-03;1.039e+00;1.050e+00;5.745e-01;3.031e-02;1.039e+00;5.282e-01;-1.499e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.147284000;1.039e+00;5.877e-01;-1.670e-03;5.655e-01;-1.607e-03;1.039e+00;1.049e+00;5.754e-01;3.039e-02;1.039e+00;5.290e-01;-1.503e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.151284000;1.039e+00;5.914e-01;-1.689e-03;5.692e-01;-1.625e-03;1.039e+00;1.049e+00;5.790e-01;3.071e-02;1.039e+00;5.323e-01;-1.520e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.152284000;1.039e+00;5.923e-01;-1.693e-03;5.701e-01;-1.630e-03;1.038e+00;1.049e+00;5.799e-01;3.079e-02;1.039e+00;5.331e-01;-1.524e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.160284000;1.039e+00;5.997e-01;-1.717e-03;5.774e-01;-1.653e-03;1.038e+00;1.049e+00;5.872e-01;3.147e-02;1.039e+00;5.397e-01;-1.545e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.161284000;1.038e+00;6.006e-01;-1.719e-03;5.783e-01;-1.655e-03;1.038e+00;1.049e+00;5.881e-01;3.155e-02;1.038e+00;5.405e-01;-1.547e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.164284000;1.038e+00;6.033e-01;-1.722e-03;5.811e-01;-1.659e-03;1.038e+00;1.049e+00;5.909e-01;3.181e-02;1.038e+00;5.430e-01;-1.550e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.167284000;1.038e+00;6.061e-01;-1.723e-03;5.839e-01;-1.660e-03;1.038e+00;1.049e+00;5.936e-01;3.208e-02;1.038e+00;5.455e-01;-1.551e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.169284000;1.038e+00;6.080e-01;-1.723e-03;5.857e-01;-1.660e-03;1.038e+00;1.049e+00;5.955e-01;3.226e-02;1.038e+00;5.472e-01;-1.551e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.170284000;1.038e+00;6.089e-01;-1.723e-03;5.866e-01;-1.660e-03;1.037e+00;1.049e+00;5.964e-01;3.235e-02;1.038e+00;5.480e-01;-1.551e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.173284000;1.038e+00;6.117e-01;-1.720e-03;5.894e-01;-1.657e-03;1.037e+00;1.049e+00;5.992e-01;3.262e-02;1.038e+00;5.505e-01;-1.548e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.174284000;1.038e+00;6.126e-01;-1.719e-03;5.904e-01;-1.656e-03;1.037e+00;1.048e+00;6.001e-01;3.272e-02;1.038e+00;5.514e-01;-1.547e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.178284000;1.038e+00;6.164e-01;-1.710e-03;5.941e-01;-1.648e-03;1.037e+00;1.048e+00;6.038e-01;3.309e-02;1.038e+00;5.547e-01;-1.539e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.179284000;1.037e+00;6.173e-01;-1.707e-03;5.950e-01;-1.645e-03;1.037e+00;1.048e+00;6.048e-01;3.319e-02;1.037e+00;5.556e-01;-1.536e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.187284000;1.037e+00;6.248e-01;-1.674e-03;6.025e-01;-1.615e-03;1.037e+00;1.048e+00;6.122e-01;3.396e-02;1.037e+00;5.624e-01;-1.507e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.188284000;1.037e+00;6.258e-01;-1.669e-03;6.035e-01;-1.609e-03;1.036e+00;1.048e+00;6.132e-01;3.406e-02;1.037e+00;5.632e-01;-1.502e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.193284000;1.037e+00;6.305e-01;-1.639e-03;6.082e-01;-1.581e-03;1.036e+00;1.048e+00;6.179e-01;3.456e-02;1.037e+00;5.674e-01;-1.475e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.194284000;1.037e+00;6.314e-01;-1.631e-03;6.091e-01;-1.573e-03;1.036e+00;1.048e+00;6.188e-01;3.467e-02;1.037e+00;5.683e-01;-1.468e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.196284000;1.037e+00;6.333e-01;-1.617e-03;6.110e-01;-1.560e-03;1.036e+00;1.048e+00;6.207e-01;3.487e-02;1.037e+00;5.700e-01;-1.455e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.197284000;1.036e+00;6.343e-01;-1.609e-03;6.120e-01;-1.552e-03;1.036e+00;1.048e+00;6.216e-01;3.497e-02;1.036e+00;5.708e-01;-1.448e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.199284000;1.036e+00;6.362e-01;-1.593e-03;6.139e-01;-1.537e-03;1.036e+00;1.048e+00;6.235e-01;3.518e-02;1.036e+00;5.726e-01;-1.434e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.200284000;1.036e+00;6.371e-01;-1.584e-03;6.148e-01;-1.529e-03;1.036e+00;1.047e+00;6.245e-01;3.529e-02;1.036e+00;5.734e-01;-1.426e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.205284000;1.036e+00;6.419e-01;-1.538e-03;6.196e-01;-1.484e-03;1.036e+00;1.047e+00;6.292e-01;3.582e-02;1.036e+00;5.777e-01;-1.384e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.206284000;1.036e+00;6.428e-01;-1.528e-03;6.205e-01;-1.475e-03;1.035e+00;1.047e+00;6.301e-01;3.593e-02;1.036e+00;5.785e-01;-1.375e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.207284000;1.036e+00;6.438e-01;-1.518e-03;6.215e-01;-1.465e-03;1.035e+00;1.047e+00;6.311e-01;3.603e-02;1.036e+00;5.794e-01;-1.366e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.208284000;1.036e+00;6.447e-01;-1.507e-03;6.224e-01;-1.455e-03;1.035e+00;1.047e+00;6.320e-01;3.614e-02;1.036e+00;5.802e-01;-1.356e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.213284000;1.036e+00;6.495e-01;-1.449e-03;6.272e-01;-1.399e-03;1.035e+00;1.047e+00;6.368e-01;3.669e-02;1.036e+00;5.845e-01;-1.304e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.214284000;1.035e+00;6.504e-01;-1.437e-03;6.281e-01;-1.387e-03;1.035e+00;1.047e+00;6.377e-01;3.680e-02;1.035e+00;5.854e-01;-1.293e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.223284000;1.035e+00;6.590e-01;-1.313e-03;6.368e-01;-1.269e-03;1.035e+00;1.047e+00;6.463e-01;3.782e-02;1.035e+00;5.931e-01;-1.182e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.224284000;1.035e+00;6.600e-01;-1.298e-03;6.377e-01;-1.254e-03;1.035e+00;1.047e+00;6.473e-01;3.794e-02;1.035e+00;5.940e-01;-1.168e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.225284000;1.035e+00;6.609e-01;-1.282e-03;6.387e-01;-1.239e-03;1.034e+00;1.047e+00;6.482e-01;3.806e-02;1.035e+00;5.948e-01;-1.154e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.226284000;1.035e+00;6.619e-01;-1.267e-03;6.396e-01;-1.224e-03;1.034e+00;1.046e+00;6.492e-01;3.817e-02;1.035e+00;5.957e-01;-1.140e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.229708000;1.035e+00;6.652e-01;-1.211e-03;6.429e-01;-1.171e-03;1.034e+00;1.046e+00;6.524e-01;3.858e-02;1.035e+00;5.986e-01;-1.090e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.230732000;1.035e+00;6.661e-01;-1.193e-03;6.439e-01;-1.154e-03;1.034e+00;1.046e+00;6.534e-01;3.870e-02;1.035e+00;5.995e-01;-1.074e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.231244000;1.034e+00;6.666e-01;-1.184e-03;6.444e-01;-1.145e-03;1.034e+00;1.046e+00;6.539e-01;3.876e-02;1.034e+00;6.000e-01;-1.066e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.234185000;1.034e+00;6.695e-01;-1.133e-03;6.472e-01;-1.096e-03;1.034e+00;1.046e+00;6.567e-01;3.911e-02;1.034e+00;6.025e-01;-1.020e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.235177000;1.034e+00;6.704e-01;-1.116e-03;6.482e-01;-1.079e-03;1.034e+00;1.046e+00;6.577e-01;3.923e-02;1.034e+00;6.034e-01;-1.004e-03;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.242177000;1.034e+00;6.771e-01;-9.811e-04;6.550e-01;-9.490e-04;1.034e+00;1.046e+00;6.644e-01;4.009e-02;1.034e+00;6.094e-01;-8.830e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.243177000;1.034e+00;6.781e-01;-9.600e-04;6.559e-01;-9.286e-04;1.033e+00;1.046e+00;6.654e-01;4.022e-02;1.034e+00;6.103e-01;-8.640e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.247177000;1.034e+00;6.819e-01;-8.767e-04;6.598e-01;-8.482e-04;1.033e+00;1.046e+00;6.692e-01;4.072e-02;1.034e+00;6.137e-01;-7.890e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.248177000;1.033e+00;6.829e-01;-8.544e-04;6.608e-01;-8.268e-04;1.033e+00;1.046e+00;6.702e-01;4.085e-02;1.033e+00;6.146e-01;-7.690e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.249177000;1.033e+00;6.839e-01;-8.322e-04;6.617e-01;-8.053e-04;1.033e+00;1.046e+00;6.711e-01;4.097e-02;1.033e+00;6.155e-01;-7.490e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.251177000;1.033e+00;6.858e-01;-7.878e-04;6.637e-01;-7.624e-04;1.033e+00;1.046e+00;6.731e-01;4.123e-02;1.033e+00;6.172e-01;-7.090e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.252177000;1.033e+00;6.867e-01;-7.644e-04;6.646e-01;-7.398e-04;1.033e+00;1.045e+00;6.740e-01;4.136e-02;1.033e+00;6.181e-01;-6.880e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.261177000;1.033e+00;6.954e-01;-5.467e-04;6.734e-01;-5.294e-04;1.033e+00;1.045e+00;6.827e-01;4.254e-02;1.033e+00;6.259e-01;-4.920e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.262177000;1.033e+00;6.964e-01;-5.211e-04;6.744e-01;-5.046e-04;1.032e+00;1.045e+00;6.837e-01;4.267e-02;1.033e+00;6.267e-01;-4.690e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.264177000;1.033e+00;6.983e-01;-4.700e-04;6.763e-01;-4.552e-04;1.032e+00;1.045e+00;6.856e-01;4.294e-02;1.033e+00;6.285e-01;-4.230e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.265177000;1.032e+00;6.993e-01;-4.433e-04;6.773e-01;-4.294e-04;1.032e+00;1.045e+00;6.866e-01;4.307e-02;1.032e+00;6.293e-01;-3.990e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.266177000;1.032e+00;7.002e-01;-4.167e-04;6.783e-01;-4.036e-04;1.032e+00;1.045e+00;6.876e-01;4.321e-02;1.032e+00;6.302e-01;-3.750e-04;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.278177000;1.032e+00;7.118e-01;-7.556e-05;6.900e-01;-7.325e-05;1.032e+00;1.045e+00;6.992e-01;4.487e-02;1.032e+00;6.406e-01;-6.800e-05;1.000e+01;8.333e-01;1.141e-02;1.044e+00
20.279177000;1.032e+00;7.128e-01;-4.556e-05;6.909e-01;-4.417e-05;1.032e+00;1.044e+00;7.002e-01;4.501e-02;1.032e+00;6.415e-01;-4.100e-05;1.000e+01;8.333e-01;1.141e-02;1.044e+00
