time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.044e+00;8.332e-01;-5.177e-09;7.978e-01;2.708e-09;1.044e+00;3.333e-02;-1.479e-09;1.000e+01;8.333e-01;6.920e-04
29.999994000;1.044e+00;8.332e-01;4.117e-09;7.978e-01;-5.769e-10;1.044e+00;3.333e-02;6.135e-10;1.000e+01;8.333e-01;6.920e-04
29.999994000;2.243e-01;1.334e-01;-4.552e-01;5.948e-01;-2.030e+00;2.243e-01;5.335e-03;-1.821e-02;1.000e+01;8.333e-01;6.920e-04
29.999996000;2.242e-01;1.333e-01;-4.552e-01;5.947e-01;-2.030e+00;2.242e-01;5.334e-03;-1.821e-02;1.000e+01;8.333e-01;6.920e-04
29.999998000;2.242e-01;1.333e-01;-4.552e-01;5.945e-01;-2.030e+00;2.242e-01;5.333e-03;-1.821e-02;1.000e+01;8.333e-01;6.920e-04
30.000122000;2.242e-01;1.317e-01;-4.555e-01;5.874e-01;-2.032e+00;2.242e-01;5.268e-03;-1.822e-02;1.000e+01;8.333e-01;6.920e-04
30.001935000;2.261e-01;1.117e-01;-4.623e-01;4.939e-01;-2.044e+00;2.261e-01;4.468e-03;-1.849e-02;1.000e+01;8.333e-01;6.920e-04
30.002061000;2.264e-01;1.106e-01;-4.630e-01;4.883e-01;-2.045e+00;2.264e-01;4.423e-03;-1.852e-02;1.000e+01;8.333e-01;6.920e-04
30.002829000;2.289e-01;1.043e-01;-4.679e-01;4.557e-01;-2.044e+00;2.289e-01;4.173e-03;-1.871e-02;1.000e+01;8.333e-01;6.920e-04
30.002957000;2.294e-01;1.034e-01;-4.688e-01;4.507e-01;-2.043e+00;2.294e-01;4.136e-03;-1.875e-02;1.000e+01;8.333e-01;6.920e-04
30.003763000;2.333e-01;9.825e-02;-4.754e-01;4.212e-01;-2.038e+00;2.333e-01;3.930e-03;-1.902e-02;1.000e+01;8.333e-01;6.920e-04
30.006726000;2.523e-01;8.535e-02;-5.050e-01;3.383e-01;-2.002e+00;2.523e-01;3.414e-03;-2.020e-02;1.000e+01;8.333e-01;6.920e-04
30.008399000;2.624e-01;8.058e-02;-5.196e-01;3.070e-01;-1.980e+00;2.624e-01;3.223e-03;-2.079e-02;1.000e+01;8.333e-01;6.920e-04
30.009943000;2.705e-01;7.740e-02;-5.307e-01;2.862e-01;-1.962e+00;2.705e-01;3.096e-03;-2.123e-02;1.000e+01;8.333e-01;6.920e-04
30.009959000;2.705e-01;7.737e-02;-5.308e-01;2.860e-01;-1.962e+00;2.705e-01;3.095e-03;-2.123e-02;1.000e+01;8.333e-01;6.920e-04
30.011223000;2.762e-01;7.560e-02;-5.384e-01;2.737e-01;-1.949e+00;2.762e-01;3.024e-03;-2.154e-02;1.000e+01;8.333e-01;6.920e-04
30.012481000;2.813e-01;7.450e-02;-5.449e-01;2.649e-01;-1.937e+00;2.813e-01;2.980e-03;-2.180e-02;1.000e+01;8.333e-01;6.920e-04
30.012737000;2.822e-01;7.438e-02;-5.461e-01;2.635e-01;-1.935e+00;2.822e-01;2.975e-03;-2.184e-02;1.000e+01;8.333e-01;6.920e-04
30.013761000;2.858e-01;7.403e-02;-5.506e-01;2.590e-01;-1.927e+00;2.858e-01;2.961e-03;-2.203e-02;1.000e+01;8.333e-01;6.920e-04
30.014259000;2.874e-01;7.400e-02;-5.526e-01;2.574e-01;-1.923e+00;2.874e-01;2.960e-03;-2.211e-02;1.000e+01;8.333e-01;6.920e-04
30.016035000;2.926e-01;7.395e-02;-5.589e-01;2.527e-01;-1.910e+00;2.926e-01;2.958e-03;-2.236e-02;1.000e+01;8.333e-01;6.920e-04
30.018884000;2.992e-01;7.353e-02;-5.669e-01;2.457e-01;-1.895e+00;2.992e-01;2.941e-03;-2.268e-02;1.000e+01;8.333e-01;6.920e-04
30.019140000;2.997e-01;7.347e-02;-5.675e-01;2.451e-01;-1.893e+00;2.997e-01;2.939e-03;-2.270e-02;1.000e+01;8.333e-01;6.920e-04
30.022980000;3.060e-01;7.275e-02;-5.747e-01;2.378e-01;-1.878e+00;3.060e-01;2.910e-03;-2.299e-02;1.000e+01;8.333e-01;6.920e-04
30.023492000;3.067e-01;7.265e-02;-5.755e-01;2.369e-01;-1.877e+00;3.067e-01;2.906e-03;-2.302e-02;1.000e+01;8.333e-01;6.920e-04
30.024516000;3.079e-01;7.245e-02;-5.770e-01;2.353e-01;-1.874e+00;3.079e-01;2.898e-03;-2.308e-02;1.000e+01;8.333e-01;6.920e-04
30.026564000;3.101e-01;7.212e-02;-5.794e-01;2.326e-01;-1.869e+00;3.101e-01;2.885e-03;-2.318e-02;1.000e+01;8.333e-01;6.920e-04
30.030148000;3.129e-01;7.170e-02;-5.826e-01;2.291e-01;-1.862e+00;3.129e-01;2.868e-03;-2.330e-02;1.000e+01;8.333e-01;6.920e-04
30.033460000;3.148e-01;7.152e-02;-5.847e-01;2.272e-01;-1.857e+00;3.148e-01;2.861e-03;-2.339e-02;1.000e+01;8.333e-01;6.920e-04
30.036428000;3.150e-01;7.145e-02;-5.849e-01;2.268e-01;-1.857e+00;3.150e-01;2.858e-03;-2.339e-02;1.000e+01;8.333e-01;6.920e-04
30.043476000;3.152e-01;7.200e-02;-5.851e-01;2.284e-01;-1.856e+00;3.152e-01;2.880e-03;-2.340e-02;1.000e+01;8.333e-01;6.920e-04
30.051476000;3.153e-01;7.340e-02;-5.851e-01;2.328e-01;-1.856e+00;3.153e-01;2.936e-03;-2.341e-02;1.000e+01;8.333e-01;6.920e-04
30.062779000;3.154e-01;7.617e-02;-5.850e-01;2.415e-01;-1.855e+00;3.154e-01;3.047e-03;-2.340e-02;1.000e+01;8.333e-01;6.920e-04
30.071779000;3.154e-01;7.870e-02;-5.849e-01;2.495e-01;-1.855e+00;3.154e-01;3.148e-03;-2.340e-02;1.000e+01;8.333e-01;6.920e-04
30.073779000;3.154e-01;7.930e-02;-5.849e-01;2.514e-01;-1.854e+00;3.154e-01;3.172e-03;-2.339e-02;1.000e+01;8.333e-01;6.920e-04
30.078779000;3.154e-01;8.077e-02;-5.847e-01;2.561e-01;-1.854e+00;3.154e-01;3.231e-03;-2.339e-02;1.000e+01;8.333e-01;6.920e-04
30.208779000;3.143e-01;1.216e-01;-5.798e-01;3.868e-01;-1.845e+00;3.143e-01;4.864e-03;-2.319e-02;1.000e+01;8.333e-01;6.920e-04
30.356063000;3.124e-01;1.676e-01;-5.708e-01;5.364e-01;-1.827e+00;3.124e-01;6.703e-03;-2.283e-02;1.000e+01;8.333e-01;6.920e-04
30.361023000;3.123e-01;1.689e-01;-5.705e-01;5.406e-01;-1.827e+00;3.123e-01;6.754e-03;-2.282e-02;1.000e+01;8.333e-01;6.920e-04
30.362023000;3.123e-01;1.691e-01;-5.705e-01;5.413e-01;-1.827e+00;3.123e-01;6.762e-03;-2.282e-02;1.000e+01;8.333e-01;6.920e-04
30.364023000;3.123e-01;1.694e-01;-5.704e-01;5.425e-01;-1.826e+00;3.123e-01;6.777e-03;-2.281e-02;1.000e+01;8.333e-01;6.920e-04
30.368023000;3.122e-01;1.700e-01;-5.702e-01;5.446e-01;-1.826e+00;3.122e-01;6.801e-03;-2.281e-02;1.000e+01;8.333e-01;6.920e-04
30.370023000;3.122e-01;1.703e-01;-5.701e-01;5.453e-01;-1.826e+00;3.122e-01;6.810e-03;-2.280e-02;1.000e+01;8.333e-01;6.920e-04
30.372023000;3.122e-01;1.705e-01;-5.700e-01;5.460e-01;-1.826e+00;3.122e-01;6.818e-03;-2.280e-02;1.000e+01;8.333e-01;6.920e-04
30.375023000;3.121e-01;1.707e-01;-5.699e-01;5.470e-01;-1.826e+00;3.121e-01;6.829e-03;-2.280e-02;1.000e+01;8.333e-01;6.920e-04
30.394023000;3.120e-01;1.716e-01;-5.696e-01;5.499e-01;-1.826e+00;3.120e-01;6.862e-03;-2.278e-02;1.000e+01;8.333e-01;6.920e-04
30.424023000;3.119e-01;1.719e-01;-5.695e-01;5.510e-01;-1.826e+00;3.119e-01;6.874e-03;-2.278e-02;1.000e+01;8.333e-01;6.920e-04
30.499994000;3.119e-01;1.719e-01;-5.695e-01;5.511e-01;-1.826e+00;3.119e-01;6.876e-03;-2.278e-02;1.000e+01;8.333e-01;6.920e-04
30.499994000;1.453e+00;1.211e+00;1.449e+00;8.335e-01;9.976e-01;1.453e+00;4.843e-02;5.797e-02;1.000e+01;8.333e-01;6.920e-04
30.500133000;1.453e+00;1.211e+00;1.449e+00;8.333e-01;9.976e-01;1.453e+00;4.842e-02;5.797e-02;1.000e+01;8.333e-01;6.920e-04
30.500389000;1.453e+00;1.209e+00;1.449e+00;8.320e-01;9.972e-01;1.453e+00;4.835e-02;5.795e-02;1.000e+01;8.333e-01;6.920e-04
30.500901000;1.452e+00;1.201e+00;1.446e+00;8.266e-01;9.957e-01;1.452e+00;4.802e-02;5.785e-02;1.000e+01;8.333e-01;6.920e-04
30.501157000;1.452e+00;1.195e+00;1.444e+00;8.227e-01;9.946e-01;1.452e+00;4.779e-02;5.778e-02;1.000e+01;8.333e-01;6.920e-04
30.501413000;1.452e+00;1.188e+00;1.443e+00;8.183e-01;9.935e-01;1.452e+00;4.753e-02;5.770e-02;1.000e+01;8.333e-01;6.920e-04
30.501925000;1.452e+00;1.173e+00;1.438e+00;8.082e-01;9.908e-01;1.452e+00;4.693e-02;5.754e-02;1.000e+01;8.333e-01;6.920e-04
30.502181000;1.452e+00;1.165e+00;1.436e+00;8.025e-01;9.894e-01;1.452e+00;4.660e-02;5.745e-02;1.000e+01;8.333e-01;6.920e-04
30.503366000;1.451e+00;1.122e+00;1.426e+00;7.734e-01;9.829e-01;1.451e+00;4.489e-02;5.704e-02;1.000e+01;8.333e-01;6.920e-04
30.504816000;1.450e+00;1.065e+00;1.416e+00;7.343e-01;9.761e-01;1.450e+00;4.260e-02;5.663e-02;1.000e+01;8.333e-01;6.920e-04
30.505217000;1.450e+00;1.049e+00;1.413e+00;7.232e-01;9.745e-01;1.450e+00;4.196e-02;5.654e-02;1.000e+01;8.333e-01;6.920e-04
30.505219000;1.450e+00;1.049e+00;1.413e+00;7.232e-01;9.744e-01;1.450e+00;4.196e-02;5.653e-02;1.000e+01;8.333e-01;6.920e-04
30.505225000;1.450e+00;1.049e+00;1.413e+00;7.230e-01;9.740e-01;1.450e+00;4.194e-02;5.650e-02;1.000e+01;8.333e-01;6.920e-04
30.505249000;1.450e+00;1.047e+00;1.410e+00;7.223e-01;9.727e-01;1.450e+00;4.189e-02;5.641e-02;1.000e+01;8.333e-01;6.920e-04
30.505473000;1.445e+00;1.034e+00;1.387e+00;7.154e-01;9.601e-01;1.445e+00;4.135e-02;5.549e-02;1.000e+01;8.333e-01;6.920e-04
30.505729000;1.439e+00;1.018e+00;1.359e+00;7.075e-01;9.444e-01;1.439e+00;4.073e-02;5.436e-02;1.000e+01;8.333e-01;6.920e-04
