time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;8.332e-01;9.954e-09;8.332e-01;-2.112e-09;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;6.210e-09;8.333e-01;7.540e-04
0.000001000;1.000e+00;8.332e-01;9.930e-09;8.332e-01;-2.085e-09;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;6.117e-09;8.333e-01;7.540e-04
29.999994000;1.000e+00;8.332e-01;2.005e-09;8.332e-01;1.171e-09;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;3.746e-09;8.333e-01;7.540e-04
29.999994000;4.548e-01;3.790e-01;2.221e-09;8.333e-01;1.115e-09;4.548e-01;8.332e-01;1.649e-03;4.548e-01;1.516e-02;3.639e-09;8.333e-01;7.540e-04
29.999994000;4.548e-01;3.790e-01;2.425e-09;8.333e-01;1.052e-09;4.548e-01;8.332e-01;1.649e-03;4.548e-01;1.516e-02;3.523e-09;8.333e-01;7.540e-04
29.999995000;4.548e-01;3.790e-01;2.612e-09;8.332e-01;9.899e-10;4.548e-01;8.332e-01;1.649e-03;4.548e-01;1.516e-02;3.400e-09;8.333e-01;7.540e-04
29.999996000;4.548e-01;3.790e-01;2.781e-09;8.332e-01;9.329e-10;4.548e-01;8.332e-01;1.649e-03;4.548e-01;1.516e-02;3.269e-09;8.333e-01;7.540e-04
29.999998000;4.548e-01;3.789e-01;2.935e-09;8.331e-01;8.851e-10;4.548e-01;8.331e-01;1.649e-03;4.548e-01;1.516e-02;3.131e-09;8.333e-01;7.540e-04
30.000002000;4.548e-01;3.789e-01;3.077e-09;8.330e-01;8.487e-10;4.548e-01;8.330e-01;1.649e-03;4.548e-01;1.515e-02;2.985e-09;8.333e-01;7.540e-04
30.000010000;4.548e-01;3.787e-01;-2.500e-05;8.327e-01;-5.497e-05;4.548e-01;8.327e-01;1.594e-03;4.548e-01;1.515e-02;-9.972e-07;8.333e-01;7.540e-04
30.000026000;4.548e-01;3.785e-01;-5.000e-05;8.322e-01;-1.099e-04;4.548e-01;8.322e-01;1.594e-03;4.548e-01;1.514e-02;-1.997e-06;8.333e-01;7.540e-04
30.000058000;4.548e-01;3.780e-01;-7.500e-05;8.311e-01;-1.649e-04;4.548e-01;8.311e-01;1.484e-03;4.548e-01;1.512e-02;-2.997e-06;8.333e-01;7.540e-04
30.000090000;4.548e-01;3.775e-01;-1.000e-04;8.300e-01;-2.199e-04;4.548e-01;8.301e-01;1.429e-03;4.548e-01;1.510e-02;-3.998e-06;8.333e-01;7.540e-04
30.000122000;4.548e-01;3.770e-01;-1.250e-04;8.290e-01;-2.748e-04;4.548e-01;8.290e-01;1.374e-03;4.548e-01;1.508e-02;-4.998e-06;8.333e-01;7.540e-04
30.000154000;4.548e-01;3.765e-01;-1.250e-04;8.280e-01;-2.749e-04;4.548e-01;8.279e-01;1.319e-03;4.548e-01;1.506e-02;-4.998e-06;8.333e-01;7.540e-04
30.000186000;4.548e-01;3.761e-01;-1.500e-04;8.269e-01;-3.298e-04;4.548e-01;8.269e-01;1.319e-03;4.548e-01;1.504e-02;-5.998e-06;8.333e-01;7.540e-04
30.000189000;4.548e-01;3.760e-01;-1.500e-04;8.268e-01;-3.298e-04;4.548e-01;8.268e-01;1.319e-03;4.548e-01;1.504e-02;-5.998e-06;8.333e-01;7.540e-04
30.000190000;4.548e-01;3.760e-01;-1.500e-04;8.268e-01;-3.298e-04;4.548e-01;8.268e-01;1.319e-03;4.548e-01;1.504e-02;-5.999e-06;8.333e-01;7.540e-04
30.000191000;4.548e-01;3.760e-01;-1.500e-04;8.268e-01;-3.298e-04;4.548e-01;8.267e-01;1.319e-03;4.548e-01;1.504e-02;-5.999e-06;8.333e-01;7.540e-04
30.000193000;4.548e-01;3.760e-01;-1.500e-04;8.266e-01;-3.298e-04;4.548e-01;8.267e-01;1.319e-03;4.548e-01;1.504e-02;-5.999e-06;8.333e-01;7.540e-04
30.000197000;4.548e-01;3.759e-01;-1.500e-04;8.265e-01;-3.298e-04;4.548e-01;8.265e-01;1.319e-03;4.548e-01;1.504e-02;-5.999e-06;8.333e-01;7.540e-04
30.000205000;4.548e-01;3.758e-01;-1.500e-04;8.263e-01;-3.298e-04;4.548e-01;8.263e-01;1.319e-03;4.548e-01;1.503e-02;-5.999e-06;8.333e-01;7.540e-04
30.000221000;4.548e-01;3.755e-01;-1.500e-04;8.258e-01;-3.298e-04;4.548e-01;8.257e-01;1.264e-03;4.548e-01;1.502e-02;-6.000e-06;8.333e-01;7.540e-04
30.000253000;4.548e-01;3.751e-01;-1.500e-04;8.247e-01;-3.298e-04;4.548e-01;8.247e-01;1.264e-03;4.548e-01;1.500e-02;-6.000e-06;8.333e-01;7.540e-04
30.000282000;4.548e-01;3.746e-01;-1.500e-04;8.238e-01;-3.298e-04;4.548e-01;8.238e-01;1.264e-03;4.548e-01;1.499e-02;-6.000e-06;8.333e-01;7.540e-04
30.000283000;4.548e-01;3.746e-01;-1.500e-04;8.237e-01;-3.298e-04;4.548e-01;8.238e-01;1.264e-03;4.548e-01;1.499e-02;-6.000e-06;8.333e-01;7.540e-04
30.000284000;4.548e-01;3.746e-01;-1.500e-04;8.237e-01;-3.298e-04;4.548e-01;8.237e-01;1.264e-03;4.548e-01;1.499e-02;-6.001e-06;8.333e-01;7.540e-04
30.000286000;4.548e-01;3.746e-01;-1.500e-04;8.236e-01;-3.298e-04;4.548e-01;8.237e-01;1.264e-03;4.548e-01;1.498e-02;-6.001e-06;8.333e-01;7.540e-04
30.000290000;4.548e-01;3.745e-01;-1.500e-04;8.235e-01;-3.298e-04;4.548e-01;8.235e-01;1.264e-03;4.548e-01;1.498e-02;-6.001e-06;8.333e-01;7.540e-04
30.000298000;4.548e-01;3.744e-01;-1.500e-04;8.232e-01;-3.298e-04;4.548e-01;8.233e-01;1.319e-03;4.548e-01;1.498e-02;-6.001e-06;8.333e-01;7.540e-04
