Time (s);Ip PGU (pu);Ip lower (pu);Ip upper (pu);Ip upper_overdamped (pu);Ip lower_overdamped (pu);Ip upper_underdamped (pu);Ip lower_underdamped (pu)
1.767e-01;1.803e-01;-6.504e-02;2.888e-01;2.888e-01;7.600e-02;2.425e-01;-6.504e-02
1.784e-01;1.789e-01;-6.716e-02;2.869e-01;2.869e-01;7.512e-02;2.409e-01;-6.716e-02
1.801e-01;1.776e-01;-6.924e-02;2.850e-01;2.850e-01;7.425e-02;2.393e-01;-6.924e-02
1.817e-01;1.762e-01;-7.127e-02;2.832e-01;2.832e-01;7.338e-02;2.377e-01;-7.127e-02
1.834e-01;1.749e-01;-7.325e-02;2.814e-01;2.814e-01;7.252e-02;2.362e-01;-7.325e-02
1.851e-01;1.736e-01;-7.518e-02;2.796e-01;2.796e-01;7.166e-02;2.346e-01;-7.518e-02
1.867e-01;1.723e-01;-7.707e-02;2.777e-01;2.777e-01;7.081e-02;2.331e-01;-7.707e-02
1.884e-01;1.710e-01;-7.891e-02;2.759e-01;2.759e-01;6.996e-02;2.316e-01;-7.891e-02
1.901e-01;1.697e-01;-8.071e-02;2.742e-01;2.742e-01;6.912e-02;2.301e-01;-8.071e-02
1.917e-01;1.684e-01;-8.246e-02;2.724e-01;2.724e-01;6.828e-02;2.286e-01;-8.246e-02
1.934e-01;1.671e-01;-8.416e-02;2.706e-01;2.706e-01;6.744e-02;2.271e-01;-8.416e-02
1.951e-01;1.658e-01;-8.582e-02;2.689e-01;2.689e-01;6.661e-02;2.256e-01;-8.582e-02
1.967e-01;1.645e-01;-8.743e-02;2.671e-01;2.671e-01;6.579e-02;2.242e-01;-8.743e-02
1.984e-01;1.633e-01;-8.900e-02;2.654e-01;2.654e-01;6.497e-02;2.227e-01;-8.900e-02
2.001e-01;1.620e-01;-9.052e-02;2.637e-01;2.637e-01;6.415e-02;2.213e-01;-9.052e-02
2.017e-01;1.608e-01;-9.200e-02;2.620e-01;2.620e-01;6.334e-02;2.199e-01;-9.200e-02
2.034e-01;1.595e-01;-9.344e-02;2.603e-01;2.603e-01;6.254e-02;2.185e-01;-9.344e-02
2.051e-01;1.583e-01;-9.483e-02;2.586e-01;2.586e-01;6.174e-02;2.171e-01;-9.483e-02
2.067e-01;1.571e-01;-9.617e-02;2.569e-01;2.569e-01;6.094e-02;2.157e-01;-9.617e-02
2.084e-01;1.558e-01;-9.748e-02;2.552e-01;2.552e-01;6.015e-02;2.143e-01;-9.748e-02
2.101e-01;1.546e-01;-9.874e-02;2.536e-01;2.536e-01;5.936e-02;2.130e-01;-9.874e-02
2.117e-01;1.534e-01;-9.995e-02;2.519e-01;2.519e-01;5.858e-02;2.116e-01;-9.995e-02
2.134e-01;1.522e-01;-1.011e-01;2.503e-01;2.503e-01;5.781e-02;2.103e-01;-1.011e-01
2.151e-01;1.511e-01;-1.023e-01;2.487e-01;2.487e-01;5.704e-02;2.089e-01;-1.023e-01
2.167e-01;1.499e-01;-1.034e-01;2.471e-01;2.471e-01;5.627e-02;2.076e-01;-1.034e-01
2.184e-01;1.487e-01;-1.044e-01;2.455e-01;2.455e-01;5.551e-02;2.063e-01;-1.044e-01
2.201e-01;1.476e-01;-1.054e-01;2.439e-01;2.439e-01;5.475e-02;2.050e-01;-1.054e-01
2.217e-01;1.464e-01;-1.064e-01;2.423e-01;2.423e-01;5.400e-02;2.037e-01;-1.064e-01
2.234e-01;1.453e-01;-1.073e-01;2.408e-01;2.408e-01;5.325e-02;2.024e-01;-1.073e-01
2.251e-01;1.441e-01;-1.082e-01;2.392e-01;2.392e-01;5.251e-02;2.012e-01;-1.082e-01
2.267e-01;1.430e-01;-1.090e-01;2.377e-01;2.377e-01;5.177e-02;1.999e-01;-1.090e-01
2.284e-01;1.419e-01;-1.099e-01;2.361e-01;2.361e-01;5.104e-02;1.987e-01;-1.099e-01
2.301e-01;1.408e-01;-1.106e-01;2.346e-01;2.346e-01;5.031e-02;1.974e-01;-1.106e-01
2.317e-01;1.397e-01;-1.114e-01;2.331e-01;2.331e-01;4.959e-02;1.962e-01;-1.114e-01
2.334e-01;1.386e-01;-1.121e-01;2.316e-01;2.316e-01;4.887e-02;1.950e-01;-1.121e-01
2.351e-01;1.375e-01;-1.127e-01;2.301e-01;2.301e-01;4.816e-02;1.938e-01;-1.127e-01
2.367e-01;1.364e-01;-1.133e-01;2.286e-01;2.286e-01;4.745e-02;1.926e-01;-1.133e-01
2.384e-01;1.353e-01;-1.139e-01;2.272e-01;2.272e-01;4.674e-02;1.914e-01;-1.139e-01
2.401e-01;1.342e-01;-1.145e-01;2.257e-01;2.257e-01;4.604e-02;1.902e-01;-1.145e-01
2.417e-01;1.332e-01;-1.150e-01;2.243e-01;2.243e-01;4.535e-02;1.891e-01;-1.150e-01
2.434e-01;1.321e-01;-1.154e-01;2.228e-01;2.228e-01;4.466e-02;1.879e-01;-1.154e-01
2.451e-01;1.311e-01;-1.159e-01;2.214e-01;2.214e-01;4.397e-02;1.868e-01;-1.159e-01
2.467e-01;1.301e-01;-1.163e-01;2.200e-01;2.200e-01;4.329e-02;1.856e-01;-1.163e-01
2.484e-01;1.290e-01;-1.167e-01;2.186e-01;2.186e-01;4.262e-02;1.845e-01;-1.167e-01
2.501e-01;1.280e-01;-1.170e-01;2.172e-01;2.172e-01;4.195e-02;1.834e-01;-1.170e-01
2.518e-01;1.270e-01;-1.173e-01;2.158e-01;2.158e-01;4.128e-02;1.823e-01;-1.173e-01
2.534e-01;1.260e-01;-1.176e-01;2.144e-01;2.144e-01;4.062e-02;1.812e-01;-1.176e-01
2.551e-01;1.250e-01;-1.178e-01;2.131e-01;2.131e-01;3.996e-02;1.801e-01;-1.178e-01
2.568e-01;1.240e-01;-1.180e-01;2.117e-01;2.117e-01;3.931e-02;1.790e-01;-1.180e-01
2.584e-01;1.230e-01;-1.182e-01;2.104e-01;2.104e-01;3.866e-02;1.779e-01;-1.182e-01
2.601e-01;1.220e-01;-1.184e-01;2.091e-01;2.091e-01;3.801e-02;1.769e-01;-1.184e-01
2.618e-01;1.211e-01;-1.185e-01;2.077e-01;2.077e-01;3.737e-02;1.758e-01;-1.185e-01
2.634e-01;1.201e-01;-1.186e-01;2.064e-01;2.064e-01;3.674e-02;1.748e-01;-1.186e-01
2.651e-01;1.192e-01;-1.186e-01;2.051e-01;2.051e-01;3.611e-02;1.737e-01;-1.186e-01
2.668e-01;1.182e-01;-1.186e-01;2.038e-01;2.038e-01;3.548e-02;1.727e-01;-1.186e-01
2.684e-01;1.173e-01;-1.186e-01;2.026e-01;2.026e-01;3.486e-02;1.717e-01;-1.186e-01
2.701e-01;1.163e-01;-1.186e-01;2.013e-01;2.013e-01;3.424e-02;1.706e-01;-1.186e-01
2.718e-01;1.154e-01;-1.186e-01;2.000e-01;2.000e-01;3.363e-02;1.696e-01;-1.186e-01
2.734e-01;1.145e-01;-1.185e-01;1.988e-01;1.988e-01;3.302e-02;1.686e-01;-1.185e-01
2.751e-01;1.136e-01;-1.184e-01;1.975e-01;1.975e-01;3.242e-02;1.676e-01;-1.184e-01
2.768e-01;1.127e-01;-1.182e-01;1.963e-01;1.963e-01;3.182e-02;1.667e-01;-1.182e-01
2.784e-01;1.118e-01;-1.181e-01;1.951e-01;1.951e-01;3.122e-02;1.657e-01;-1.181e-01
2.801e-01;1.109e-01;-1.179e-01;1.939e-01;1.939e-01;3.063e-02;1.647e-01;-1.179e-01
2.818e-01;1.100e-01;-1.177e-01;1.927e-01;1.927e-01;3.004e-02;1.638e-01;-1.177e-01
2.834e-01;1.091e-01;-1.174e-01;1.915e-01;1.915e-01;2.946e-02;1.628e-01;-1.174e-01
2.851e-01;1.082e-01;-1.172e-01;1.903e-01;1.903e-01;2.888e-02;1.619e-01;-1.172e-01
2.868e-01;1.074e-01;-1.169e-01;1.891e-01;1.891e-01;2.830e-02;1.609e-01;-1.169e-01
2.884e-01;1.065e-01;-1.166e-01;1.879e-01;1.879e-01;2.773e-02;1.600e-01;-1.166e-01
2.901e-01;1.057e-01;-1.163e-01;1.868e-01;1.868e-01;2.716e-02;1.591e-01;-1.163e-01
2.918e-01;1.048e-01;-1.159e-01;1.856e-01;1.856e-01;2.660e-02;1.582e-01;-1.159e-01
2.934e-01;1.040e-01;-1.156e-01;1.845e-01;1.845e-01;2.604e-02;1.573e-01;-1.156e-01
2.951e-01;1.032e-01;-1.152e-01;1.834e-01;1.834e-01;2.549e-02;1.564e-01;-1.152e-01
2.968e-01;1.023e-01;-1.148e-01;1.822e-01;1.822e-01;2.494e-02;1.555e-01;-1.148e-01
2.984e-01;1.015e-01;-1.143e-01;1.811e-01;1.811e-01;2.439e-02;1.546e-01;-1.143e-01
3.001e-01;1.007e-01;-1.139e-01;1.800e-01;1.800e-01;2.385e-02;1.537e-01;-1.139e-01
3.018e-01;9.989e-02;-1.134e-01;1.789e-01;1.789e-01;2.331e-02;1.529e-01;-1.134e-01
3.034e-01;9.909e-02;-1.129e-01;1.779e-01;1.779e-01;2.277e-02;1.520e-01;-1.129e-01
3.051e-01;9.830e-02;-1.124e-01;1.768e-01;1.768e-01;2.224e-02;1.512e-01;-1.124e-01
3.068e-01;9.751e-02;-1.119e-01;1.757e-01;1.757e-01;2.171e-02;1.503e-01;-1.119e-01
3.084e-01;9.673e-02;-1.114e-01;1.747e-01;1.747e-01;2.119e-02;1.495e-01;-1.114e-01
3.101e-01;9.595e-02;-1.108e-01;1.736e-01;1.736e-01;2.067e-02;1.486e-01;-1.108e-01
3.118e-01;9.518e-02;-1.102e-01;1.726e-01;1.726e-01;2.015e-02;1.478e-01;-1.102e-01
3.134e-01;9.442e-02;-1.096e-01;1.715e-01;1.715e-01;1.964e-02;1.470e-01;-1.096e-01
3.151e-01;9.366e-02;-1.093e-01;1.705e-01;1.705e-01;1.913e-02;1.462e-01;-1.093e-01
3.168e-01;9.291e-02;-1.090e-01;1.695e-01;1.695e-01;1.863e-02;1.454e-01;-1.090e-01
3.184e-01;9.216e-02;-1.086e-01;1.685e-01;1.685e-01;1.813e-02;1.446e-01;-1.086e-01
3.201e-01;9.142e-02;-1.083e-01;1.675e-01;1.675e-01;1.763e-02;1.438e-01;-1.083e-01
3.218e-01;9.068e-02;-1.079e-01;1.665e-01;1.665e-01;1.714e-02;1.430e-01;-1.079e-01
3.234e-01;8.996e-02;-1.075e-01;1.655e-01;1.655e-01;1.665e-02;1.422e-01;-1.075e-01
3.251e-01;8.923e-02;-1.071e-01;1.645e-01;1.645e-01;1.616e-02;1.414e-01;-1.071e-01
3.268e-01;8.852e-02;-1.067e-01;1.636e-01;1.636e-01;1.568e-02;1.407e-01;-1.067e-01
3.284e-01;8.780e-02;-1.063e-01;1.626e-01;1.626e-01;1.520e-02;1.399e-01;-1.063e-01
3.301e-01;8.710e-02;-1.058e-01;1.616e-01;1.616e-01;1.472e-02;1.392e-01;-1.058e-01
3.318e-01;8.640e-02;-1.054e-01;1.607e-01;1.607e-01;1.425e-02;1.384e-01;-1.054e-01
3.334e-01;8.570e-02;-1.049e-01;1.598e-01;1.598e-01;1.378e-02;1.377e-01;-1.049e-01
3.351e-01;8.501e-02;-1.044e-01;1.588e-01;1.588e-01;1.331e-02;1.369e-01;-1.044e-01
3.368e-01;8.433e-02;-1.040e-01;1.579e-01;1.579e-01;1.285e-02;1.362e-01;-1.040e-01
3.384e-01;8.365e-02;-1.035e-01;1.570e-01;1.570e-01;1.239e-02;1.355e-01;-1.035e-01
3.401e-01;8.298e-02;-1.032e-01;1.561e-01;1.561e-01;1.194e-02;1.348e-01;-1.032e-01
3.418e-01;8.231e-02;-1.029e-01;1.552e-01;1.552e-01;1.148e-02;1.341e-01;-1.029e-01
3.434e-01;8.165e-02;-1.026e-01;1.543e-01;1.543e-01;1.104e-02;1.334e-01;-1.026e-01
3.451e-01;8.099e-02;-1.022e-01;1.534e-01;1.534e-01;1.059e-02;1.327e-01;-1.022e-01
3.468e-01;8.034e-02;-1.019e-01;1.525e-01;1.525e-01;1.015e-02;1.320e-01;-1.019e-01
3.484e-01;7.969e-02;-1.015e-01;1.517e-01;1.517e-01;9.709e-03;1.313e-01;-1.015e-01
3.501e-01;7.905e-02;-1.012e-01;1.508e-01;1.508e-01;9.273e-03;1.306e-01;-1.012e-01
3.518e-01;7.841e-02;-1.008e-01;1.499e-01;1.499e-01;8.840e-03;1.299e-01;-1.008e-01
3.535e-01;7.778e-02;-1.004e-01;1.491e-01;1.491e-01;8.411e-03;1.292e-01;-1.004e-01
3.551e-01;7.715e-02;-1.000e-01;1.482e-01;1.482e-01;7.985e-03;1.286e-01;-1.000e-01
3.568e-01;7.653e-02;-9.961e-02;1.474e-01;1.474e-01;7.562e-03;1.279e-01;-9.961e-02
3.585e-01;7.591e-02;-9.919e-02;1.466e-01;1.466e-01;7.142e-03;1.273e-01;-9.919e-02
3.601e-01;7.530e-02;-9.878e-02;1.458e-01;1.458e-01;6.725e-03;1.266e-01;-9.878e-02
3.618e-01;7.469e-02;-9.835e-02;1.449e-01;1.449e-01;6.311e-03;1.260e-01;-9.835e-02
3.635e-01;7.409e-02;-9.792e-02;1.441e-01;1.441e-01;5.900e-03;1.253e-01;-9.792e-02
3.651e-01;7.349e-02;-9.747e-02;1.433e-01;1.433e-01;5.493e-03;1.247e-01;-9.747e-02
3.668e-01;7.290e-02;-9.703e-02;1.425e-01;1.425e-01;5.088e-03;1.241e-01;-9.703e-02
3.685e-01;7.231e-02;-9.657e-02;1.417e-01;1.417e-01;4.686e-03;1.234e-01;-9.657e-02
3.701e-01;7.173e-02;-9.611e-02;1.410e-01;1.410e-01;4.288e-03;1.228e-01;-9.611e-02
3.718e-01;7.115e-02;-9.564e-02;1.402e-01;1.402e-01;3.892e-03;1.222e-01;-9.564e-02
3.735e-01;7.058e-02;-9.516e-02;1.394e-01;1.394e-01;3.499e-03;1.216e-01;-9.516e-02
3.751e-01;7.001e-02;-9.468e-02;1.386e-01;1.386e-01;3.109e-03;1.210e-01;-9.468e-02
3.768e-01;6.944e-02;-9.419e-02;1.379e-01;1.379e-01;2.722e-03;1.204e-01;-9.419e-02
3.785e-01;6.888e-02;-9.370e-02;1.371e-01;1.371e-01;2.338e-03;1.198e-01;-9.370e-02
3.801e-01;6.833e-02;-9.320e-02;1.364e-01;1.364e-01;1.956e-03;1.192e-01;-9.320e-02
3.818e-01;6.777e-02;-9.270e-02;1.357e-01;1.357e-01;1.578e-03;1.186e-01;-9.270e-02
3.835e-01;6.723e-02;-9.219e-02;1.349e-01;1.349e-01;1.202e-03;1.180e-01;-9.219e-02
3.851e-01;6.669e-02;-9.167e-02;1.342e-01;1.342e-01;8.292e-04;1.175e-01;-9.167e-02
3.868e-01;6.615e-02;-9.116e-02;1.335e-01;1.335e-01;4.591e-04;1.169e-01;-9.116e-02
3.885e-01;6.561e-02;-9.063e-02;1.328e-01;1.328e-01;9.164e-05;1.163e-01;-9.063e-02
3.901e-01;6.508e-02;-9.011e-02;1.321e-01;1.321e-01;-2.731e-04;1.158e-01;-9.011e-02
3.918e-01;6.456e-02;-8.958e-02;1.314e-01;1.314e-01;-6.351e-04;1.152e-01;-8.958e-02
3.935e-01;6.404e-02;-8.904e-02;1.307e-01;1.307e-01;-9.944e-04;1.147e-01;-8.904e-02
3.951e-01;6.352e-02;-8.850e-02;1.300e-01;1.300e-01;-1.351e-03;1.141e-01;-8.850e-02
3.968e-01;6.301e-02;-8.796e-02;1.293e-01;1.293e-01;-1.705e-03;1.136e-01;-8.796e-02
3.985e-01;6.250e-02;-8.742e-02;1.286e-01;1.286e-01;-2.056e-03;1.130e-01;-8.742e-02
4.001e-01;6.199e-02;-8.687e-02;1.279e-01;1.279e-01;-2.405e-03;1.125e-01;-8.687e-02
