time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
29.994654000;9.734e-01;4.272e-01;-4.545e-01;4.389e-01;-4.669e-01;9.521e-01;4.552e-01;-4.510e-01;9.734e-01;1.709e-02;-1.818e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.993e+01;5.000e+01
29.994758000;9.739e-01;4.274e-01;-4.547e-01;4.389e-01;-4.669e-01;9.526e-01;4.552e-01;-4.510e-01;9.739e-01;1.710e-02;-1.819e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.994e+01;5.000e+01
29.999673000;9.987e-01;4.398e-01;-4.648e-01;4.404e-01;-4.654e-01;9.774e-01;4.562e-01;-4.498e-01;9.987e-01;1.759e-02;-1.859e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.994e+01;5.000e+01
30.000762000;1.004e+00;4.424e-01;-4.671e-01;4.406e-01;-4.652e-01;9.829e-01;4.564e-01;-4.497e-01;1.004e+00;1.770e-02;-1.868e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.994e+01;5.000e+01
30.000866000;1.005e+00;4.426e-01;-4.673e-01;4.406e-01;-4.651e-01;9.835e-01;4.564e-01;-4.497e-01;1.005e+00;1.771e-02;-1.869e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.994e+01;5.000e+01
30.002401000;1.012e+00;4.463e-01;-4.706e-01;4.408e-01;-4.649e-01;9.912e-01;4.564e-01;-4.495e-01;1.012e+00;1.785e-02;-1.883e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.994e+01;5.000e+01
30.002913000;1.015e+00;4.474e-01;-4.718e-01;4.408e-01;-4.648e-01;9.938e-01;4.564e-01;-4.495e-01;1.015e+00;1.790e-02;-1.887e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.994e+01;5.000e+01
30.003169000;1.016e+00;4.480e-01;-4.724e-01;4.408e-01;-4.648e-01;9.950e-01;4.564e-01;-4.495e-01;1.016e+00;1.792e-02;-1.889e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.994e+01;5.000e+01
30.003937000;1.020e+00;4.497e-01;-4.741e-01;4.408e-01;-4.647e-01;9.989e-01;4.564e-01;-4.495e-01;1.020e+00;1.799e-02;-1.896e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.994e+01;5.000e+01
30.004961000;1.025e+00;4.519e-01;-4.764e-01;4.408e-01;-4.647e-01;1.004e+00;4.562e-01;-4.495e-01;1.025e+00;1.808e-02;-1.906e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.994e+01;5.000e+01
30.007265000;1.037e+00;4.566e-01;-4.818e-01;4.404e-01;-4.647e-01;1.016e+00;4.557e-01;-4.498e-01;1.037e+00;1.826e-02;-1.927e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.994e+01;5.000e+01
30.008289000;1.042e+00;4.586e-01;-4.843e-01;4.402e-01;-4.648e-01;1.021e+00;4.554e-01;-4.500e-01;1.042e+00;1.835e-02;-1.937e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.994e+01;5.000e+01
30.008801000;1.044e+00;4.596e-01;-4.855e-01;4.401e-01;-4.649e-01;1.023e+00;4.552e-01;-4.501e-01;1.044e+00;1.838e-02;-1.942e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.994e+01;5.000e+01
30.009825000;1.050e+00;4.615e-01;-4.881e-01;4.397e-01;-4.650e-01;1.028e+00;4.548e-01;-4.503e-01;1.050e+00;1.846e-02;-1.952e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.993e+01;5.000e+01
30.009953000;1.050e+00;4.617e-01;-4.884e-01;4.397e-01;-4.650e-01;1.029e+00;4.548e-01;-4.503e-01;1.050e+00;1.847e-02;-1.954e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.993e+01;5.000e+01
30.009986000;1.050e+00;4.618e-01;-4.885e-01;4.397e-01;-4.651e-01;1.029e+00;4.548e-01;-4.504e-01;1.050e+00;1.847e-02;-1.954e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.993e+01;5.000e+01
30.009994000;1.050e+00;4.619e-01;-4.885e-01;4.397e-01;-4.651e-01;1.029e+00;4.547e-01;-4.503e-01;1.050e+00;1.847e-02;-1.954e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.993e+01;5.000e+01
30.010007000;1.050e+00;4.619e-01;-4.885e-01;4.397e-01;-4.651e-01;1.029e+00;4.547e-01;-4.503e-01;1.050e+00;1.847e-02;-1.954e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.993e+01;5.000e+01
30.010343000;1.050e+00;4.617e-01;-4.885e-01;4.396e-01;-4.651e-01;1.029e+00;4.546e-01;-4.504e-01;1.050e+00;1.847e-02;-1.954e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.995e+01;5.000e+01
30.010588000;1.050e+00;4.617e-01;-4.886e-01;4.395e-01;-4.652e-01;1.029e+00;4.546e-01;-4.505e-01;1.050e+00;1.847e-02;-1.954e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.996e+01;5.000e+01
30.011164000;1.050e+00;4.614e-01;-4.888e-01;4.393e-01;-4.653e-01;1.029e+00;4.543e-01;-4.506e-01;1.050e+00;1.845e-02;-1.955e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.997e+01;5.000e+01
30.011337000;1.050e+00;4.613e-01;-4.888e-01;4.392e-01;-4.654e-01;1.029e+00;4.542e-01;-4.507e-01;1.050e+00;1.845e-02;-1.955e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.998e+01;5.000e+01
30.011682000;1.050e+00;4.611e-01;-4.889e-01;4.390e-01;-4.655e-01;1.029e+00;4.540e-01;-4.508e-01;1.050e+00;1.844e-02;-1.956e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.998e+01;5.000e+01
30.012005000;1.050e+00;4.608e-01;-4.891e-01;4.388e-01;-4.656e-01;1.029e+00;4.538e-01;-4.510e-01;1.050e+00;1.843e-02;-1.956e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.998e+01;5.000e+01
30.012627000;1.050e+00;4.604e-01;-4.894e-01;4.384e-01;-4.659e-01;1.029e+00;4.534e-01;-4.513e-01;1.050e+00;1.842e-02;-1.957e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.998e+01;5.000e+01
30.013249000;1.050e+00;4.599e-01;-4.897e-01;4.379e-01;-4.663e-01;1.029e+00;4.529e-01;-4.516e-01;1.050e+00;1.840e-02;-1.959e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.998e+01;5.000e+01
30.014327000;1.050e+00;4.588e-01;-4.903e-01;4.369e-01;-4.669e-01;1.029e+00;4.520e-01;-4.523e-01;1.050e+00;1.835e-02;-1.961e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.998e+01;5.000e+01
30.015074000;1.050e+00;4.580e-01;-4.908e-01;4.362e-01;-4.673e-01;1.029e+00;4.512e-01;-4.528e-01;1.050e+00;1.832e-02;-1.963e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.998e+01;5.000e+01
30.015820000;1.050e+00;4.572e-01;-4.912e-01;4.353e-01;-4.678e-01;1.029e+00;4.504e-01;-4.533e-01;1.050e+00;1.829e-02;-1.965e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.998e+01;5.000e+01
30.017313000;1.050e+00;4.553e-01;-4.921e-01;4.336e-01;-4.687e-01;1.028e+00;4.486e-01;-4.543e-01;1.050e+00;1.821e-02;-1.968e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.998e+01;5.000e+01
30.017686000;1.050e+00;4.548e-01;-4.923e-01;4.331e-01;-4.689e-01;1.028e+00;4.482e-01;-4.545e-01;1.050e+00;1.819e-02;-1.969e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.997e+01;5.000e+01
30.020672000;1.050e+00;4.506e-01;-4.940e-01;4.292e-01;-4.706e-01;1.028e+00;4.442e-01;-4.565e-01;1.050e+00;1.802e-02;-1.976e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.997e+01;5.000e+01
30.022912000;1.050e+00;4.473e-01;-4.952e-01;4.261e-01;-4.717e-01;1.028e+00;4.411e-01;-4.577e-01;1.050e+00;1.789e-02;-1.981e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.997e+01;5.000e+01
30.025898000;1.050e+00;4.428e-01;-4.963e-01;4.219e-01;-4.729e-01;1.027e+00;4.368e-01;-4.592e-01;1.050e+00;1.771e-02;-1.985e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.997e+01;5.000e+01
30.026644000;1.049e+00;4.417e-01;-4.966e-01;4.209e-01;-4.732e-01;1.027e+00;4.358e-01;-4.595e-01;1.049e+00;1.767e-02;-1.986e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.997e+01;5.000e+01
30.028884000;1.049e+00;4.385e-01;-4.972e-01;4.178e-01;-4.738e-01;1.027e+00;4.327e-01;-4.603e-01;1.049e+00;1.754e-02;-1.989e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.997e+01;5.000e+01
30.032616000;1.049e+00;4.333e-01;-4.978e-01;4.130e-01;-4.744e-01;1.027e+00;4.277e-01;-4.611e-01;1.049e+00;1.733e-02;-1.991e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.997e+01;5.000e+01
30.034109000;1.049e+00;4.314e-01;-4.979e-01;4.112e-01;-4.745e-01;1.027e+00;4.259e-01;-4.614e-01;1.049e+00;1.726e-02;-1.991e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.997e+01;5.000e+01
30.034856000;1.049e+00;4.305e-01;-4.979e-01;4.103e-01;-4.745e-01;1.027e+00;4.249e-01;-4.614e-01;1.049e+00;1.722e-02;-1.992e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.997e+01;5.000e+01
30.036349000;1.049e+00;4.287e-01;-4.979e-01;4.085e-01;-4.745e-01;1.027e+00;4.232e-01;-4.616e-01;1.049e+00;1.715e-02;-1.992e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.997e+01;5.000e+01
30.037842000;1.049e+00;4.270e-01;-4.979e-01;4.069e-01;-4.745e-01;1.027e+00;4.215e-01;-4.616e-01;1.049e+00;1.708e-02;-1.992e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.997e+01;5.000e+01
30.038588000;1.049e+00;4.261e-01;-4.979e-01;4.061e-01;-4.745e-01;1.027e+00;4.207e-01;-4.616e-01;1.049e+00;1.705e-02;-1.991e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.997e+01;5.000e+01
30.039335000;1.049e+00;4.253e-01;-4.978e-01;4.054e-01;-4.745e-01;1.027e+00;4.199e-01;-4.616e-01;1.049e+00;1.701e-02;-1.991e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.997e+01;5.000e+01
30.040081000;1.049e+00;4.246e-01;-4.978e-01;4.046e-01;-4.744e-01;1.027e+00;4.191e-01;-4.616e-01;1.049e+00;1.698e-02;-1.991e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.998e+01;5.000e+01
30.041574000;1.049e+00;4.230e-01;-4.976e-01;4.032e-01;-4.743e-01;1.027e+00;4.177e-01;-4.616e-01;1.049e+00;1.692e-02;-1.990e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.998e+01;5.000e+01
30.044560000;1.049e+00;4.203e-01;-4.973e-01;4.006e-01;-4.739e-01;1.027e+00;4.150e-01;-4.614e-01;1.049e+00;1.681e-02;-1.989e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.998e+01;5.000e+01
30.046560000;1.049e+00;4.187e-01;-4.970e-01;3.990e-01;-4.736e-01;1.027e+00;4.133e-01;-4.612e-01;1.049e+00;1.675e-02;-1.988e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.998e+01;5.000e+01
30.050560000;1.049e+00;4.158e-01;-4.963e-01;3.963e-01;-4.730e-01;1.027e+00;4.105e-01;-4.607e-01;1.049e+00;1.663e-02;-1.985e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.998e+01;5.000e+01
30.051560000;1.049e+00;4.152e-01;-4.961e-01;3.957e-01;-4.728e-01;1.027e+00;4.099e-01;-4.605e-01;1.049e+00;1.661e-02;-1.985e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.998e+01;5.000e+01
30.052560000;1.049e+00;4.146e-01;-4.960e-01;3.951e-01;-4.726e-01;1.027e+00;4.093e-01;-4.604e-01;1.049e+00;1.658e-02;-1.984e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.999e+01;5.000e+01
30.054560000;1.049e+00;4.136e-01;-4.956e-01;3.941e-01;-4.723e-01;1.027e+00;4.082e-01;-4.601e-01;1.049e+00;1.654e-02;-1.982e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.999e+01;5.000e+01
30.056560000;1.049e+00;4.126e-01;-4.953e-01;3.932e-01;-4.719e-01;1.027e+00;4.073e-01;-4.598e-01;1.049e+00;1.650e-02;-1.981e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.999e+01;5.000e+01
30.059560000;1.049e+00;4.114e-01;-4.947e-01;3.920e-01;-4.714e-01;1.027e+00;4.061e-01;-4.593e-01;1.049e+00;1.646e-02;-1.979e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.999e+01;5.000e+01
30.061560000;1.050e+00;4.108e-01;-4.944e-01;3.914e-01;-4.710e-01;1.027e+00;4.054e-01;-4.590e-01;1.050e+00;1.643e-02;-1.978e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.999e+01;5.000e+01
30.065560000;1.050e+00;4.098e-01;-4.937e-01;3.904e-01;-4.704e-01;1.027e+00;4.044e-01;-4.584e-01;1.050e+00;1.639e-02;-1.975e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.999e+01;5.000e+01
30.066560000;1.050e+00;4.096e-01;-4.935e-01;3.903e-01;-4.702e-01;1.027e+00;4.042e-01;-4.583e-01;1.050e+00;1.639e-02;-1.974e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;4.999e+01;5.000e+01
30.067560000;1.050e+00;4.094e-01;-4.934e-01;3.901e-01;-4.701e-01;1.027e+00;4.041e-01;-4.581e-01;1.050e+00;1.638e-02;-1.974e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.068560000;1.050e+00;4.093e-01;-4.933e-01;3.899e-01;-4.700e-01;1.027e+00;4.039e-01;-4.580e-01;1.050e+00;1.637e-02;-1.973e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.073560000;1.050e+00;4.088e-01;-4.926e-01;3.895e-01;-4.693e-01;1.027e+00;4.034e-01;-4.574e-01;1.050e+00;1.635e-02;-1.970e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.075560000;1.050e+00;4.088e-01;-4.924e-01;3.894e-01;-4.690e-01;1.027e+00;4.033e-01;-4.571e-01;1.050e+00;1.635e-02;-1.969e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.076560000;1.050e+00;4.088e-01;-4.922e-01;3.894e-01;-4.689e-01;1.027e+00;4.033e-01;-4.570e-01;1.050e+00;1.635e-02;-1.969e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.083560000;1.050e+00;4.091e-01;-4.915e-01;3.897e-01;-4.682e-01;1.027e+00;4.036e-01;-4.563e-01;1.050e+00;1.636e-02;-1.966e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.084560000;1.050e+00;4.092e-01;-4.915e-01;3.898e-01;-4.682e-01;1.028e+00;4.036e-01;-4.562e-01;1.050e+00;1.637e-02;-1.966e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.088560000;1.050e+00;4.096e-01;-4.912e-01;3.902e-01;-4.678e-01;1.028e+00;4.040e-01;-4.559e-01;1.050e+00;1.638e-02;-1.965e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.089560000;1.050e+00;4.097e-01;-4.911e-01;3.902e-01;-4.678e-01;1.028e+00;4.041e-01;-4.558e-01;1.050e+00;1.639e-02;-1.964e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.090560000;1.050e+00;4.098e-01;-4.910e-01;3.904e-01;-4.677e-01;1.028e+00;4.042e-01;-4.558e-01;1.050e+00;1.639e-02;-1.964e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.110560000;1.050e+00;4.129e-01;-4.901e-01;3.933e-01;-4.668e-01;1.028e+00;4.072e-01;-4.547e-01;1.050e+00;1.652e-02;-1.960e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.115560000;1.050e+00;4.137e-01;-4.899e-01;3.940e-01;-4.666e-01;1.028e+00;4.079e-01;-4.545e-01;1.050e+00;1.655e-02;-1.960e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.122560000;1.050e+00;4.146e-01;-4.898e-01;3.949e-01;-4.664e-01;1.028e+00;4.088e-01;-4.543e-01;1.050e+00;1.658e-02;-1.959e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.130560000;1.050e+00;4.156e-01;-4.896e-01;3.958e-01;-4.663e-01;1.028e+00;4.097e-01;-4.540e-01;1.050e+00;1.662e-02;-1.958e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.131560000;1.050e+00;4.156e-01;-4.896e-01;3.958e-01;-4.662e-01;1.028e+00;4.098e-01;-4.540e-01;1.050e+00;1.663e-02;-1.958e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.135560000;1.050e+00;4.160e-01;-4.895e-01;3.962e-01;-4.661e-01;1.028e+00;4.102e-01;-4.539e-01;1.050e+00;1.664e-02;-1.958e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.138560000;1.050e+00;4.163e-01;-4.894e-01;3.964e-01;-4.661e-01;1.028e+00;4.104e-01;-4.538e-01;1.050e+00;1.665e-02;-1.958e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.162560000;1.050e+00;4.174e-01;-4.890e-01;3.975e-01;-4.657e-01;1.028e+00;4.114e-01;-4.534e-01;1.050e+00;1.670e-02;-1.956e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.167560000;1.050e+00;4.175e-01;-4.889e-01;3.975e-01;-4.656e-01;1.028e+00;4.115e-01;-4.533e-01;1.050e+00;1.670e-02;-1.956e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.169560000;1.050e+00;4.175e-01;-4.889e-01;3.976e-01;-4.655e-01;1.028e+00;4.115e-01;-4.532e-01;1.050e+00;1.670e-02;-1.955e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.172560000;1.050e+00;4.175e-01;-4.888e-01;3.976e-01;-4.655e-01;1.028e+00;4.116e-01;-4.532e-01;1.050e+00;1.670e-02;-1.955e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.241560000;1.050e+00;4.169e-01;-4.877e-01;3.970e-01;-4.644e-01;1.028e+00;4.110e-01;-4.521e-01;1.050e+00;1.668e-02;-1.951e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.269560000;1.050e+00;4.169e-01;-4.873e-01;3.969e-01;-4.640e-01;1.028e+00;4.109e-01;-4.517e-01;1.050e+00;1.668e-02;-1.949e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.273560000;1.050e+00;4.169e-01;-4.873e-01;3.969e-01;-4.639e-01;1.028e+00;4.108e-01;-4.517e-01;1.050e+00;1.668e-02;-1.949e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.438560000;1.050e+00;4.169e-01;-4.849e-01;3.969e-01;-4.616e-01;1.029e+00;4.107e-01;-4.493e-01;1.050e+00;1.668e-02;-1.939e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.439560000;1.051e+00;4.169e-01;-4.849e-01;3.969e-01;-4.616e-01;1.029e+00;4.107e-01;-4.493e-01;1.051e+00;1.668e-02;-1.939e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.575560000;1.051e+00;4.169e-01;-4.829e-01;3.968e-01;-4.596e-01;1.029e+00;4.106e-01;-4.474e-01;1.051e+00;1.668e-02;-1.932e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.743560000;1.051e+00;4.170e-01;-4.806e-01;3.968e-01;-4.573e-01;1.029e+00;4.104e-01;-4.452e-01;1.051e+00;1.668e-02;-1.922e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.786560000;1.051e+00;4.170e-01;-4.801e-01;3.967e-01;-4.568e-01;1.030e+00;4.104e-01;-4.446e-01;1.051e+00;1.668e-02;-1.920e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
30.848560000;1.051e+00;4.170e-01;-4.792e-01;3.967e-01;-4.559e-01;1.030e+00;4.103e-01;-4.437e-01;1.051e+00;1.668e-02;-1.917e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
31.298560000;1.052e+00;4.170e-01;-4.734e-01;3.965e-01;-4.502e-01;1.031e+00;4.099e-01;-4.381e-01;1.052e+00;1.668e-02;-1.894e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
31.758560000;1.052e+00;4.170e-01;-4.681e-01;3.964e-01;-4.449e-01;1.031e+00;4.095e-01;-4.329e-01;1.052e+00;1.668e-02;-1.872e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
31.765560000;1.052e+00;4.170e-01;-4.680e-01;3.964e-01;-4.448e-01;1.031e+00;4.095e-01;-4.328e-01;1.052e+00;1.668e-02;-1.872e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
31.830560000;1.052e+00;4.171e-01;-4.673e-01;3.964e-01;-4.441e-01;1.032e+00;4.095e-01;-4.321e-01;1.052e+00;1.668e-02;-1.869e-02;5.000e+01;1.000e+01;4.166e-01;-4.441e-01;5.000e+01;5.000e+01
