time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.332e-01;-0.000e+00;7.978e-01;-0.000e+00;1.044e+00;7.978e-01;6.702e-04;1.044e+00;3.333e-02;-0.000e+00;1.000e+01;8.333e-01;6.920e-04;5.000e+01;5.000e+01
29.999994000;1.044e+00;8.332e-01;-0.000e+00;7.978e-01;-0.000e+00;1.044e+00;7.978e-01;6.702e-04;1.044e+00;3.333e-02;-0.000e+00;1.000e+01;8.333e-01;6.920e-04;5.000e+01;5.000e+01
29.999994000;3.000e-06;8.747e-10;-2.500e-05;-1.351e-09;0.000e+00;8.666e-04;-8.740e-09;8.078e-01;3.001e-06;-8.769e-09;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.013e+01;5.013e+01
30.002300000;3.000e-06;-6.002e-09;-2.500e-05;-2.816e-10;0.000e+00;8.793e-04;-2.540e-08;7.961e-01;3.000e-06;2.905e-09;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.013e+01;5.013e+01
30.002812000;3.000e-06;-7.028e-09;-2.500e-05;-9.223e-10;0.000e+00;8.857e-04;-4.914e-08;8.186e-01;2.999e-06;3.282e-09;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.003619000;4.000e-06;-5.866e-09;-2.500e-05;-5.320e-10;0.000e+00;8.960e-04;-2.176e-08;8.370e-01;4.000e-06;1.634e-09;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.005424000;4.001e-06;2.025e-09;-2.500e-05;-2.751e-09;0.000e+00;9.109e-04;6.280e-09;8.233e-01;4.005e-06;-3.930e-09;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.005552000;4.001e-06;2.242e-09;-2.500e-05;-2.650e-09;0.000e+00;9.105e-04;5.320e-09;8.512e-01;4.005e-06;-4.176e-09;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.008112000;4.002e-06;3.818e-09;-2.500e-05;-1.275e-09;0.000e+00;9.238e-04;-2.973e-09;8.389e-01;4.004e-06;-5.332e-09;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.008368000;4.002e-06;3.902e-09;-2.500e-05;-1.118e-09;0.000e+00;9.263e-04;-2.966e-09;8.637e-01;4.003e-06;-5.328e-09;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.009733000;4.000e-06;3.764e-09;-2.500e-05;1.048e-09;0.000e+00;9.392e-04;4.158e-10;8.518e-01;4.001e-06;-3.755e-09;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.009861000;4.000e-06;3.718e-09;-2.500e-05;1.290e-09;0.000e+00;9.406e-04;5.911e-10;8.771e-01;4.001e-06;-3.575e-09;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.010885000;3.999e-06;3.570e-09;-2.500e-05;2.362e-09;0.000e+00;9.518e-04;2.672e-10;8.668e-01;4.001e-06;-2.850e-09;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.011141000;3.999e-06;3.547e-09;-2.500e-05;2.655e-09;0.000e+00;9.552e-04;2.188e-11;8.899e-01;4.001e-06;-2.661e-09;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.012209000;3.997e-06;3.508e-09;-2.500e-05;6.722e-09;0.000e+00;9.683e-04;1.155e-08;8.778e-01;4.000e-06;-9.395e-10;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.012303000;3.997e-06;3.455e-09;-2.500e-05;6.793e-09;0.000e+00;9.695e-04;2.579e-02;9.026e-01;3.999e-06;-1.104e-09;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.013298000;3.996e-06;2.887e-09;-2.500e-05;7.666e-09;0.000e+00;9.830e-04;2.543e-02;8.901e-01;3.999e-06;-1.753e-09;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.017186000;3.996e-06;7.141e-10;-2.500e-05;7.565e-09;0.000e+00;1.037e-03;2.411e-02;9.643e-01;4.001e-06;4.667e-10;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.018031000;3.997e-06;9.484e-10;-2.500e-05;6.671e-09;0.000e+00;1.048e-03;2.385e-02;9.540e-01;4.001e-06;3.187e-10;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.019045000;3.998e-06;1.441e-09;-2.500e-05;5.694e-09;0.000e+00;1.063e-03;2.352e-02;9.879e-01;4.001e-06;1.626e-10;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.019890000;3.999e-06;1.778e-09;-2.500e-05;5.136e-09;0.000e+00;1.074e-03;2.327e-02;9.774e-01;4.001e-06;-1.070e-10;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.020904000;4.000e-06;1.824e-09;-2.500e-05;4.593e-09;0.000e+00;1.089e-03;2.297e-02;1.011e+00;4.000e-06;-4.446e-10;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.021749000;3.999e-06;1.559e-09;-2.500e-05;4.129e-09;0.000e+00;1.100e-03;2.273e-02;1.000e+00;3.999e-06;-5.581e-10;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
30.021918000;3.999e-06;1.505e-09;-2.500e-05;4.030e-09;0.000e+00;1.102e-03;2.269e-02;1.021e+00;3.999e-06;-5.634e-10;-1.000e-06;1.000e+01;8.333e-01;6.920e-04;5.014e+01;5.014e+01
