time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.000e+00;8.332e-01;-1.508e-08;8.332e-01;8.511e-09;1.014e+00;8.322e-01;4.185e-02;1.000e+00;3.333e-02;1.237e-09;1.000e+01;8.333e-01;7.540e-04;5.000e+01;5.000e+01
0.003000000;1.000e+00;8.332e-01;-1.461e-08;8.332e-01;8.180e-09;1.014e+00;8.322e-01;4.185e-02;1.000e+00;3.333e-02;9.053e-10;1.000e+01;8.333e-01;7.540e-04;5.000e+01;5.000e+01
30.000000000;1.000e+00;8.332e-01;-2.175e-09;8.332e-01;3.437e-09;1.014e+00;8.322e-01;4.185e-02;1.000e+00;3.333e-02;7.822e-09;1.000e+01;8.333e-01;7.540e-04;5.000e+01;5.000e+01
30.000000000;3.999e-06;4.987e-07;-2.086e-09;-5.876e-08;2.822e-09;5.243e-02;1.989e-01;8.092e-01;4.033e-06;1.263e-08;8.615e-09;1.000e+01;8.333e-01;7.540e-04;5.753e+01;5.753e+01
30.003000000;3.998e-06;5.778e-07;-1.818e-09;-7.777e-08;1.805e-09;5.443e-02;2.067e-01;8.401e-01;4.035e-06;1.768e-08;9.142e-09;1.000e+01;8.333e-01;7.540e-04;5.790e+01;5.790e+01
30.006000000;3.997e-06;6.776e-07;-1.405e-09;-1.023e-07;4.974e-10;5.755e-02;2.185e-01;8.883e-01;4.035e-06;2.229e-08;9.407e-09;1.000e+01;8.333e-01;7.540e-04;5.803e+01;5.803e+01
30.009000000;3.995e-06;8.003e-07;-9.015e-10;-1.281e-07;-9.791e-10;5.403e-02;2.050e-01;8.337e-01;4.033e-06;2.592e-08;9.439e-09;1.000e+01;8.333e-01;7.540e-04;5.671e+01;5.671e+01
30.012000000;3.994e-06;9.289e-07;-3.649e-10;-1.473e-07;-2.527e-09;5.628e-02;2.136e-01;8.688e-01;4.029e-06;2.827e-08;9.269e-09;1.000e+01;8.333e-01;7.540e-04;5.652e+01;5.652e+01
30.015000000;3.994e-06;1.016e-06;1.532e-10;-1.523e-07;-4.011e-09;5.868e-02;2.228e-01;9.058e-01;4.024e-06;2.903e-08;8.932e-09;1.000e+01;8.333e-01;7.540e-04;5.636e+01;5.636e+01
30.018000000;3.995e-06;1.002e-06;6.208e-10;-1.359e-07;-5.250e-09;6.105e-02;2.318e-01;9.422e-01;4.018e-06;2.788e-08;8.463e-09;1.000e+01;8.333e-01;7.540e-04;5.623e+01;5.623e+01
