time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.044e+00;8.332e-01;-1.143e-08;7.978e-01;-5.392e-09;1.044e+00;3.333e-02;-5.169e-10;1.000e+01;8.333e-01;6.920e-04
29.999994000;1.044e+00;8.332e-01;4.124e-09;7.978e-01;6.697e-10;1.044e+00;3.333e-02;9.633e-09;1.000e+01;8.333e-01;6.920e-04
29.999994000;2.192e-01;1.301e-01;-4.477e-01;5.936e-01;-2.043e+00;2.192e-01;5.204e-03;-1.791e-02;1.000e+01;8.333e-01;6.920e-04
30.000228000;2.192e-01;1.301e-01;-4.477e-01;5.937e-01;-2.043e+00;2.192e-01;5.205e-03;-1.791e-02;1.000e+01;8.333e-01;6.920e-04
30.000692000;2.192e-01;1.303e-01;-4.477e-01;5.943e-01;-2.042e+00;2.192e-01;5.212e-03;-1.791e-02;1.000e+01;8.333e-01;6.920e-04
30.001914000;2.199e-01;1.316e-01;-4.485e-01;5.988e-01;-2.040e+00;2.199e-01;5.266e-03;-1.794e-02;1.000e+01;8.333e-01;6.920e-04
30.001978000;2.199e-01;1.318e-01;-4.486e-01;5.990e-01;-2.040e+00;2.199e-01;5.270e-03;-1.794e-02;1.000e+01;8.333e-01;6.920e-04
30.002170000;2.201e-01;1.321e-01;-4.489e-01;6.002e-01;-2.039e+00;2.201e-01;5.285e-03;-1.795e-02;1.000e+01;8.333e-01;6.920e-04
30.002426000;2.205e-01;1.326e-01;-4.492e-01;6.017e-01;-2.038e+00;2.205e-01;5.306e-03;-1.797e-02;1.000e+01;8.333e-01;6.920e-04
30.004524000;2.247e-01;1.388e-01;-4.549e-01;6.177e-01;-2.024e+00;2.247e-01;5.553e-03;-1.819e-02;1.000e+01;8.333e-01;6.920e-04
30.004636000;2.250e-01;1.392e-01;-4.552e-01;6.184e-01;-2.023e+00;2.250e-01;5.567e-03;-1.821e-02;1.000e+01;8.333e-01;6.920e-04
30.005731000;2.282e-01;1.427e-01;-4.596e-01;6.254e-01;-2.014e+00;2.282e-01;5.709e-03;-1.838e-02;1.000e+01;8.333e-01;6.920e-04
30.006019000;2.291e-01;1.435e-01;-4.608e-01;6.262e-01;-2.011e+00;2.291e-01;5.739e-03;-1.843e-02;1.000e+01;8.333e-01;6.920e-04
30.006163000;2.296e-01;1.438e-01;-4.615e-01;6.265e-01;-2.010e+00;2.296e-01;5.753e-03;-1.846e-02;1.000e+01;8.333e-01;6.920e-04
