time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.000e+00;8.332e-01;4.917e-09;8.332e-01;-1.474e-08;1.014e+00;8.322e-01;4.185e-02;1.000e+00;3.333e-02;-1.765e-08;1.000e+01;8.333e-01;7.540e-04;5.000e+01;5.000e+01
0.003000000;1.000e+00;8.332e-01;4.814e-09;8.332e-01;-1.380e-08;1.014e+00;8.322e-01;4.185e-02;1.000e+00;3.333e-02;-1.669e-08;1.000e+01;8.333e-01;7.540e-04;5.000e+01;5.000e+01
30.000000000;1.000e+00;8.332e-01;3.700e-09;8.332e-01;1.449e-09;1.014e+00;8.322e-01;4.185e-02;1.000e+00;3.333e-02;-3.216e-09;1.000e+01;8.333e-01;7.540e-04;5.000e+01;5.000e+01
30.000000000;3.683e-01;3.069e-01;3.201e-09;8.333e-01;1.754e-09;3.842e-01;8.259e-01;1.104e-01;3.683e-01;1.227e-02;-3.260e-09;1.000e+01;8.333e-01;7.540e-04;5.476e+01;5.476e+01
30.003000000;3.656e-01;3.117e-01;-6.400e-03;8.525e-01;-1.750e-02;3.810e-01;8.468e-01;9.981e-02;3.656e-01;1.247e-02;-2.560e-04;1.000e+01;8.333e-01;7.540e-04;5.263e+01;5.263e+01
30.003000000;3.656e-01;3.117e-01;-6.400e-03;8.525e-01;-1.750e-02;3.810e-01;8.468e-01;9.981e-02;3.656e-01;1.247e-02;-2.560e-04;1.000e+01;8.333e-01;7.540e-04;5.263e+01;5.263e+01
30.006000000;3.720e-01;3.313e-01;1.503e-02;8.905e-01;4.039e-02;3.916e-01;8.766e-01;1.624e-01;3.720e-01;1.325e-02;6.010e-04;1.000e+01;8.333e-01;7.540e-04;5.161e+01;5.161e+01
30.009000000;3.814e-01;3.549e-01;4.693e-02;9.306e-01;1.230e-01;4.066e-01;9.054e-01;2.478e-01;3.814e-01;1.420e-02;1.877e-03;1.000e+01;8.333e-01;7.540e-04;5.103e+01;5.103e+01
30.012000000;3.931e-01;3.675e-01;8.532e-02;9.348e-01;2.170e-01;4.239e-01;8.997e-01;3.341e-01;3.931e-01;1.470e-02;3.413e-03;1.000e+01;8.333e-01;7.540e-04;5.020e+01;5.020e+01
30.012000000;3.931e-01;3.675e-01;8.532e-02;9.348e-01;2.170e-01;4.239e-01;8.997e-01;3.341e-01;3.931e-01;1.470e-02;3.413e-03;1.000e+01;8.333e-01;7.540e-04;5.020e+01;5.020e+01
30.015000000;4.067e-01;3.737e-01;1.308e-01;9.188e-01;3.216e-01;4.431e-01;8.754e-01;4.258e-01;4.067e-01;1.495e-02;5.232e-03;1.000e+01;8.333e-01;7.540e-04;4.948e+01;4.948e+01
30.018000000;4.190e-01;3.787e-01;1.745e-01;9.039e-01;4.165e-01;4.606e-01;8.545e-01;5.102e-01;4.190e-01;1.515e-02;6.980e-03;1.000e+01;8.333e-01;7.540e-04;4.922e+01;4.922e+01
30.021000000;4.300e-01;3.822e-01;2.154e-01;8.889e-01;5.009e-01;4.762e-01;8.353e-01;5.858e-01;4.300e-01;1.529e-02;8.615e-03;1.000e+01;8.333e-01;7.540e-04;4.916e+01;4.916e+01
30.024000000;4.396e-01;3.842e-01;2.528e-01;8.741e-01;5.751e-01;4.899e-01;8.179e-01;6.525e-01;4.396e-01;1.537e-02;1.011e-02;1.000e+01;8.333e-01;7.540e-04;4.918e+01;4.918e+01
30.027000000;4.480e-01;3.854e-01;2.866e-01;8.602e-01;6.397e-01;5.018e-01;8.023e-01;7.109e-01;4.480e-01;1.541e-02;1.146e-02;1.000e+01;8.333e-01;7.540e-04;4.925e+01;4.925e+01
30.030000000;4.553e-01;3.858e-01;3.168e-01;8.473e-01;6.958e-01;5.122e-01;7.884e-01;7.619e-01;4.553e-01;1.543e-02;1.267e-02;1.000e+01;8.333e-01;7.540e-04;4.933e+01;4.933e+01
30.033000000;4.616e-01;3.857e-01;3.437e-01;8.356e-01;7.445e-01;5.212e-01;7.762e-01;8.062e-01;4.616e-01;1.543e-02;1.375e-02;1.000e+01;8.333e-01;7.540e-04;4.941e+01;4.941e+01
30.036000000;4.671e-01;3.854e-01;3.674e-01;8.250e-01;7.866e-01;5.290e-01;7.653e-01;8.447e-01;4.671e-01;1.541e-02;1.470e-02;1.000e+01;8.333e-01;7.540e-04;4.948e+01;4.948e+01
30.039000000;4.719e-01;3.848e-01;3.885e-01;8.155e-01;8.232e-01;5.357e-01;7.559e-01;8.782e-01;4.719e-01;1.539e-02;1.554e-02;1.000e+01;8.333e-01;7.540e-04;4.955e+01;4.955e+01
30.042000000;4.760e-01;3.841e-01;4.069e-01;8.071e-01;8.549e-01;5.416e-01;7.476e-01;9.073e-01;4.760e-01;1.537e-02;1.628e-02;1.000e+01;8.333e-01;7.540e-04;4.961e+01;4.961e+01
30.045000000;4.795e-01;3.834e-01;4.232e-01;7.996e-01;8.824e-01;5.466e-01;7.404e-01;9.326e-01;4.795e-01;1.534e-02;1.693e-02;1.000e+01;8.333e-01;7.540e-04;4.966e+01;4.966e+01
30.048000000;4.826e-01;3.828e-01;4.374e-01;7.930e-01;9.062e-01;5.510e-01;7.342e-01;9.545e-01;4.826e-01;1.531e-02;1.750e-02;1.000e+01;8.333e-01;7.540e-04;4.971e+01;4.971e+01
30.051000000;4.853e-01;3.821e-01;4.498e-01;7.873e-01;9.269e-01;5.548e-01;7.287e-01;9.736e-01;4.853e-01;1.528e-02;1.799e-02;1.000e+01;8.333e-01;7.540e-04;4.974e+01;4.974e+01
30.054000000;4.876e-01;3.815e-01;4.607e-01;7.822e-01;9.448e-01;5.581e-01;7.239e-01;9.902e-01;4.876e-01;1.526e-02;1.843e-02;1.000e+01;8.333e-01;7.540e-04;4.978e+01;4.978e+01
30.057000000;4.897e-01;3.808e-01;4.703e-01;7.778e-01;9.604e-01;5.610e-01;7.198e-01;1.005e+00;4.897e-01;1.523e-02;1.881e-02;1.000e+01;8.333e-01;7.540e-04;4.981e+01;4.981e+01
30.060000000;4.914e-01;3.803e-01;4.786e-01;7.739e-01;9.740e-01;5.635e-01;7.162e-01;1.017e+00;4.914e-01;1.521e-02;1.914e-02;1.000e+01;8.333e-01;7.540e-04;4.983e+01;4.983e+01
30.063000000;4.929e-01;3.798e-01;4.859e-01;7.705e-01;9.857e-01;5.657e-01;7.130e-01;1.028e+00;4.929e-01;1.519e-02;1.944e-02;1.000e+01;8.333e-01;7.540e-04;4.986e+01;4.986e+01
30.066000000;4.943e-01;3.794e-01;4.922e-01;7.675e-01;9.959e-01;5.675e-01;7.103e-01;1.038e+00;4.943e-01;1.517e-02;1.969e-02;1.000e+01;8.333e-01;7.540e-04;4.987e+01;4.987e+01
30.069000000;4.954e-01;3.790e-01;4.978e-01;7.649e-01;1.005e+00;5.692e-01;7.079e-01;1.046e+00;4.954e-01;1.516e-02;1.991e-02;1.000e+01;8.333e-01;7.540e-04;4.989e+01;4.989e+01
30.072000000;4.964e-01;3.786e-01;5.026e-01;7.627e-01;1.012e+00;5.706e-01;7.058e-01;1.053e+00;4.964e-01;1.514e-02;2.010e-02;1.000e+01;8.333e-01;7.540e-04;4.991e+01;4.991e+01
30.075000000;4.973e-01;3.783e-01;5.068e-01;7.607e-01;1.019e+00;5.718e-01;7.040e-01;1.059e+00;4.973e-01;1.513e-02;2.027e-02;1.000e+01;8.333e-01;7.540e-04;4.992e+01;4.992e+01
30.078000000;4.980e-01;3.780e-01;5.104e-01;7.590e-01;1.025e+00;5.729e-01;7.025e-01;1.064e+00;4.980e-01;1.512e-02;2.042e-02;1.000e+01;8.333e-01;7.540e-04;4.993e+01;4.993e+01
30.081000000;4.987e-01;3.778e-01;5.136e-01;7.575e-01;1.030e+00;5.738e-01;7.011e-01;1.069e+00;4.987e-01;1.511e-02;2.055e-02;1.000e+01;8.333e-01;7.540e-04;4.994e+01;4.994e+01
30.084000000;4.992e-01;3.775e-01;5.164e-01;7.562e-01;1.034e+00;5.746e-01;7.000e-01;1.073e+00;4.992e-01;1.510e-02;2.066e-02;1.000e+01;8.333e-01;7.540e-04;4.995e+01;4.995e+01
30.087000000;4.997e-01;3.774e-01;5.188e-01;7.551e-01;1.038e+00;5.753e-01;6.989e-01;1.077e+00;4.997e-01;1.509e-02;2.075e-02;1.000e+01;8.333e-01;7.540e-04;4.995e+01;4.995e+01
30.087000000;4.997e-01;3.773e-01;5.188e-01;7.551e-01;1.038e+00;5.753e-01;6.989e-01;1.077e+00;4.997e-01;1.509e-02;2.075e-02;1.000e+01;8.333e-01;7.540e-04;4.995e+01;4.995e+01
30.090000000;5.002e-01;3.772e-01;5.209e-01;7.541e-01;1.042e+00;5.759e-01;6.980e-01;1.080e+00;5.002e-01;1.509e-02;2.084e-02;1.000e+01;8.333e-01;7.540e-04;4.996e+01;4.996e+01
30.093000000;5.005e-01;3.770e-01;5.228e-01;7.533e-01;1.044e+00;5.764e-01;6.972e-01;1.083e+00;5.005e-01;1.508e-02;2.091e-02;1.000e+01;8.333e-01;7.540e-04;4.997e+01;4.997e+01
30.096000000;5.008e-01;3.769e-01;5.243e-01;7.525e-01;1.047e+00;5.769e-01;6.966e-01;1.085e+00;5.008e-01;1.508e-02;2.097e-02;1.000e+01;8.333e-01;7.540e-04;4.997e+01;4.997e+01
30.099000000;5.011e-01;3.768e-01;5.257e-01;7.519e-01;1.049e+00;5.773e-01;6.960e-01;1.087e+00;5.011e-01;1.507e-02;2.103e-02;1.000e+01;8.333e-01;7.540e-04;4.997e+01;4.997e+01
30.102000000;5.014e-01;3.767e-01;5.269e-01;7.513e-01;1.051e+00;5.776e-01;6.955e-01;1.089e+00;5.014e-01;1.507e-02;2.108e-02;1.000e+01;8.333e-01;7.540e-04;4.998e+01;4.998e+01
30.105000000;5.016e-01;3.766e-01;5.280e-01;7.508e-01;1.053e+00;5.780e-01;6.951e-01;1.090e+00;5.016e-01;1.506e-02;2.112e-02;1.000e+01;8.333e-01;7.540e-04;4.998e+01;4.998e+01
30.108000000;5.018e-01;3.765e-01;5.289e-01;7.505e-01;1.054e+00;5.782e-01;6.947e-01;1.092e+00;5.018e-01;1.506e-02;2.116e-02;1.000e+01;8.333e-01;7.540e-04;4.998e+01;4.998e+01
30.111000000;5.019e-01;3.765e-01;5.296e-01;7.501e-01;1.055e+00;5.784e-01;6.944e-01;1.093e+00;5.019e-01;1.506e-02;2.119e-02;1.000e+01;8.333e-01;7.540e-04;4.999e+01;4.999e+01
30.114000000;5.021e-01;3.764e-01;5.303e-01;7.498e-01;1.056e+00;5.786e-01;6.941e-01;1.094e+00;5.021e-01;1.506e-02;2.121e-02;1.000e+01;8.333e-01;7.540e-04;4.999e+01;4.999e+01
30.117000000;5.022e-01;3.764e-01;5.309e-01;7.495e-01;1.057e+00;5.788e-01;6.938e-01;1.095e+00;5.022e-01;1.506e-02;2.124e-02;1.000e+01;8.333e-01;7.540e-04;4.999e+01;4.999e+01
30.120000000;5.023e-01;3.764e-01;5.314e-01;7.493e-01;1.058e+00;5.790e-01;6.937e-01;1.095e+00;5.023e-01;1.505e-02;2.126e-02;1.000e+01;8.333e-01;7.540e-04;4.999e+01;4.999e+01
30.123000000;5.024e-01;3.763e-01;5.319e-01;7.490e-01;1.059e+00;5.791e-01;6.935e-01;1.096e+00;5.024e-01;1.505e-02;2.128e-02;1.000e+01;8.333e-01;7.540e-04;4.999e+01;4.999e+01
30.126000000;5.025e-01;3.763e-01;5.323e-01;7.489e-01;1.059e+00;5.792e-01;6.933e-01;1.097e+00;5.025e-01;1.505e-02;2.129e-02;1.000e+01;8.333e-01;7.540e-04;4.999e+01;4.999e+01
